Slug,Title,Product Description,Thumbnail,Thumbnail:alt,Gallery
kr107,KR107,"<h3 dir=""auto"">KR107 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr107/kr107_02.png,KR107 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr107/kr107_02.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr107/kr107_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr107/kr107_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr107/kr107_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr107/kr107_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr107/kr107_06.png"
kr108,KR108,"<h3 dir=""auto"">KR108 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr108/kr108_01.png,KR108 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr108/kr108_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr108/kr108_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr108/kr108_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr108/kr108_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr108/kr108_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr108/kr108_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr108/kr108_07.png"
kr111,KR111,"<h3 dir=""auto"">KR111 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr111/kr111_06.png,KR111 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr111/kr111_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr111/kr111_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr111/kr111_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr111/kr111_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr111/kr111_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr111/kr111_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr111/kr111_07.png"
kr112,KR112,"<h3 dir=""auto"">KR112 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr112/kr112_01.png,KR112 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr112/kr112_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr112/kr112_02.png"
kr117,KR117,"<h3 dir=""auto"">KR117 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117/kr117_01.png,KR117 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117/kr117_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117/kr117_07.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117/kr117_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117/kr117_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117/kr117_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117/kr117_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117/kr117_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117/kr117_08.png"
kr117n30,KR117N30,"<h3 dir=""auto"">KR117N30 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117n30/kr117n30_01.png,KR117N30 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117n30/kr117n30_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117n30/kr117n30_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117n30/kr117n30_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117n30/kr117n30_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117n30/kr117n30_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117n30/kr117n30_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr117n30/kr117n30_07.png"
kr118,KR118,"<h3 dir=""auto"">KR118 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr118/kr118_03.png,KR118 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr118/kr118_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr118/kr118_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr118/kr118_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr118/kr118_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr118/kr118_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr118/kr118_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr118/kr118_07.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr118/kr118_08.png"
kr119,KR119,"<h3 dir=""auto"">KR119 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119/kr119_01.png,KR119 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119/kr119_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119/kr119_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119/kr119_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119/kr119_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119/kr119_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119/kr119_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119/kr119_07.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119/kr119_08.png"
kr119n30,KR119N30,"<h3 dir=""auto"">KR119N30 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119n30/kr119n30_05.png,KR119N30 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119n30/kr119n30_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119n30/kr119n30_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119n30/kr119n30_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119n30/kr119n30_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr119n30/kr119n30_04.png"
kr120,KR120,"<h3 dir=""auto"">KR120 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr120/kr120_03.png,KR120 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr120/kr120_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr120/kr120_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr120/kr120_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr120/kr120_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr120/kr120_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr120/kr120_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr120/kr120_07.png"
kr12m,KR12M,"<h3 dir=""auto"">KR12M flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr12m/kr12m_03.png,KR12M flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr12m/kr12m_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr12m/kr12m_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr12m/kr12m_07.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr12m/kr12m_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr12m/kr12m_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr12m/kr12m_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr12m/kr12m_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr12m/kr12m_08.png"
kr16m,KR16M,"<h3>Description</h3><p>KR16M marine outdoor diffusers are designed to meet the needs of architects and installers. The speakers are plastic free, truly flush to the wall and extremely versatile. State-of-the-art components and fine materials ensure superior audio performance and durability.</p><iframe src=""https://www.youtube.com/embed/Uh5EneNK7JY?iv_load_policy=3&amp;rel=0&amp;modestbranding=1&amp;playsinline=1&amp;autoplay=0&amp;mute=1"" data-thumbnail=""Medium Quality"" frameborder=""0"" allow=""presentation; fullscreen; accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture""></iframe><p><br><br></p>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr16m/kr16m_01.jpg,MARINE OUTDOOR SPEAKERS,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr16m/kr16m_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr16m/kr16m_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr16m/kr16m_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr16m/kr16m_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr16m/kr16m_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr16m/kr16m_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr16m/kr16m_08.png"
kr207,KR207,"<h3 dir=""auto"">KR207 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr207/kr207_06.png,KR207 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr207/kr207_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr207/kr207_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr207/kr207_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr207/kr207_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr207/kr207_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr207/kr207_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr207/kr207_07.png"
kr208,KR208,"<h3 dir=""auto"">KR208 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr208/kr208_06.png,KR208 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr208/kr208_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr208/kr208_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr208/kr208_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr208/kr208_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr208/kr208_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr208/kr208_05.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr208/kr208_07.png"
kr213,KR213,"<h3 dir=""auto"">KR213 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr213/kr213_04.png,KR213 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr213/kr213_04.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr213/kr213_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr213/kr213_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr213/kr213_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr213/kr213_06.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr213/kr213_07.png"
kr22m,KR22M,"<h3 dir=""auto"">KR22M flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr22m/kr22m_03.png,KR22M flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr22m/kr22m_03.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr22m/kr22m_01.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr22m/kr22m_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr22m/kr22m_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr22m/kr22m_06.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr22m/kr22m_07.png"
kr2316,KR2316,"<h3 dir=""auto"">KR2316 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KR2316 custom-length Aria soundbar module for TV and cinema systems.,
kr308,KR308,"<h3 dir=""auto"">KR308 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr308/kr308_01.png,KR308 flush-mount architectural speaker for discreet wall or ceiling integration.,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr308/kr308_01.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr308/kr308_05.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr308/kr308_02.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr308/kr308_03.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr308/kr308_04.jpg, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr308/kr308_06.png"
kr3112,KR3112,"<h3 dir=""auto"">KR3112 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",,KR3112 custom-length Aria soundbar module for TV and cinema systems.,
