Slug,Title,Product Description,Thumbnail,Thumbnail:alt,Gallery
ft600vc,FT600VC,"The FT600VC is a videophone with 2 SIP accounts, black anodized, and has 1 push button and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc/ft600vc_01.png,"FT600VC — Entry videophone, 1 button + color camera",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc/ft600vc_01.png
ft600vcm,FT600VC-M,"The FT600VC-M is a videophone with 2 SIP accounts, black anodized, with 1 push button and color camera, on the medium 263x154mm front plate. Part of the FT600 Entry series.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vcm/ft600vcm_01.png,"FT600VC-M — Entry videophone, medium plate, 1 button + color camera",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vcm/ft600vcm_01.png
ft600vcl,FT600VC-L,"The FT600VC-L is a videophone with 2 SIP accounts, black anodized, with 1 push button and color camera, on the large 349x154mm front plate. Part of the FT600 Entry series.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vcl/ft600vcl_01.png,"FT600VC-L — Entry videophone, large plate, 1 button + color camera",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vcl/ft600vcl_01.png
ft600vc2,FT600VC-2,"The FT600VC-2 is a videophone with 2 SIP accounts, black anodized, and has 2 push buttons and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc2/ft600vc2_01.png,"FT600VC-2 — Entry videophone, 2 buttons + color camera",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc2/ft600vc2_01.png
ft600vc3,FT600VC-3,"The FT600VC-3 is a videophone with 2 SIP accounts, black anodized, and has 3 push buttons and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc3/ft600vc3_01.png,"FT600VC-3 — Entry videophone, 3 buttons + color camera",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc3/ft600vc3_01.png
ft600vc4,FT600VC-4,"The FT600VC-4 is a videophone with 2 SIP accounts, black anodized, and has 4 push buttons and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc4/ft600vc4_01.png,"FT600VC-4 — Entry videophone, 4 buttons + color camera",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc4/ft600vc4_01.png
ft600vc5,FT600VC-5,"The FT600VC-5 is a videophone with 2 SIP accounts, black anodized, and has 5 push buttons and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc5/ft600vc5_01.png,"FT600VC-5 — Entry videophone, 5 buttons + color camera",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc5/ft600vc5_01.png
ft600kvc,FT600KVC,"The FT600KVC is a videophone with 2 SIP accounts, black anodized, and has 1 push button, a keypad and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600kvc/ft600kvc_01.png,"FT600KVC — Entry videophone, 1 button + keypad + color camera",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600kvc/ft600kvc_01.png
ft600kvcl,FT600KVC-L,"The FT600KVC-L is a videophone with 2 SIP accounts, black anodized, with 1 push button, keypad and color camera, on the large 349x154mm front plate. Part of the FT600 Entry series.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600kvcl/ft600kvcl_01.png,"FT600KVC-L — Entry videophone, large plate, 1 button + keypad + camera",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600kvcl/ft600kvcl_01.png
ft600vc22w,FT600VC-2-2W,"The FT600VC-2-2W is a 2-wire videophone with 2 SIP accounts, black anodized, and has 2 push buttons and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series (2-wire variant).",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc22w/ft600vc22w_01.png,"FT600VC-2-2W — 2-wire entry videophone, 2 buttons + color camera",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vc22w/ft600vc22w_01.png
ft600ana,FT600ANA,The FT600ANA is an analogue intercom with 1 button in a black aluminium front plate. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). It is the analogue variant of the FT600 Entry outdoor station.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600ana/ft600ana_01.png,"FT600ANA — Analogue entry intercom, 1 button, black aluminium",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600ana/ft600ana_01.png
ft800vc,FT800VC,The FT800VC is a Wizard Prestige outdoor video station with a color camera in a black aluminium front plate (280x124mm). Part of Fasttel's Prestige series of high-end IP door stations.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft800vc/ft800vc_01.png,"FT800VC — Wizard Prestige videophone, color camera, black aluminium",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft800vc/ft800vc_01.png
ft800vcl,FT800VC-L,"The FT800VC-L is a Wizard Prestige outdoor video station with a color camera in a black aluminium front plate, on the large 349x154mm plate. Part of Fasttel's Prestige series.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft800vcl/ft800vcl_01.png,"FT800VC-L — Wizard Prestige videophone, color camera, large plate",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft800vcl/ft800vcl_01.png
ft800kvc,FT800KVC,The FT800KVC is a Wizard Prestige outdoor video station with a color camera and integrated keypad in a black aluminium front plate (280x124mm). Part of Fasttel's Prestige series of high-end IP door stations.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft800kvc/ft800kvc_01.png,"FT800KVC — Wizard Prestige videophone, color camera + keypad, black alu",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft800kvc/ft800kvc_01.png
ft800kvcl,FT800KVC-L,"The FT800KVC-L is a Wizard Prestige outdoor video station with a color camera and integrated keypad in a black aluminium front plate, on the large 349x154mm plate. Part of Fasttel's Prestige series.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft800kvcl/ft800kvcl_01.png,"FT800KVC-L — Wizard Prestige videophone, color camera + keypad, large plate",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft800kvcl/ft800kvcl_01.png
ftbg800kvc,FTBG800KVC,The FTBG800KVC is a Wizard Prestige outdoor video station with color camera and keypad in a bronze-gold front plate (280x124mm). Part of Fasttel's Prestige series of high-end IP door stations.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbg800kvc/ftbg800kvc_01.png,"FTBG800KVC — Wizard Prestige, color camera + keypad, bronze gold",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbg800kvc/ftbg800kvc_01.png
ftbg800vc,FTBG800VC,The FTBG800VC is a Wizard Prestige outdoor video station with color camera in a bronze-gold front plate (280x124mm). Part of Fasttel's Prestige series.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbg800vc/ftbg800vc_01.png,"FTBG800VC — Wizard Prestige, color camera, bronze gold",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbg800vc/ftbg800vc_01.png
ftbm800kvc,FTBM800KVC,The FTBM800KVC is a Wizard Prestige outdoor video station with color camera and keypad in a bronze-fusil front plate (280x124mm). Part of Fasttel's Prestige series.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbm800kvc/ftbm800kvc_01.png,"FTBM800KVC — Wizard Prestige, color camera + keypad, bronze fusil",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbm800kvc/ftbm800kvc_01.png
ftbm800vc,FTBM800VC,The FTBM800VC is a Wizard Prestige outdoor video station with color camera in a bronze-fusil front plate (280x124mm). Part of Fasttel's Prestige series.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbm800vc/ftbm800vc_01.png,"FTBM800VC — Wizard Prestige, color camera, bronze fusil",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbm800vc/ftbm800vc_01.png
ftbr800kvc,FTBR800KVC,The FTBR800KVC is a Wizard Prestige outdoor video station with color camera and keypad in a bronze-rustic front plate (280x124mm). Part of Fasttel's Prestige series.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbr800kvc/ftbr800kvc_01.png,"FTBR800KVC — Wizard Prestige, color camera + keypad, bronze rustic",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbr800kvc/ftbr800kvc_01.png
ftbr800vc,FTBR800VC,The FTBR800VC is a Wizard Prestige outdoor video station with color camera in a bronze-rustic front plate (280x124mm). Part of Fasttel's Prestige series.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbr800vc/ftbr800vc_01.png,"FTBR800VC — Wizard Prestige, color camera, bronze rustic",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftbr800vc/ftbr800vc_01.png
ftg800kvc,FTG800KVC,The FTG800KVC is a Wizard Prestige outdoor video station with color camera and keypad in a grey aluminium front plate (280x124mm). Part of Fasttel's Prestige series.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftg800kvc/ftg800kvc_01.png,"FTG800KVC — Wizard Prestige, color camera + keypad, grey aluminium",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftg800kvc/ftg800kvc_01.png
ftg800vc,FTG800VC,The FTG800VC is a Wizard Prestige outdoor video station with color camera in a grey aluminium front plate (280x124mm). Part of Fasttel's Prestige series.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftg800vc/ftg800vc_01.png,"FTG800VC — Wizard Prestige, color camera, grey aluminium",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftg800vc/ftg800vc_01.png
ft9000,FT9000,"The FT9000 is a door access controller for up to 4 doors with web and cloud access. It is housed in a robust steel enclosure with status LEDs and is compatible with Wiegand card readers, QR-code readers and keypads. It provides alarm outputs (power outage, low battery, tampering, fire) for integration with alarm systems and is managed via Fasttel's cloud platform and smartphone app.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft9000/ft9000_01.png,FT9000 — Door controller for 4 doors with web/cloud access,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft9000/ft9000_01.png
ft23k,FT23K,"The FT23K is a stand-alone access keypad with 2 relays and Wiegand output, available in surface- or flush-mounted versions and in various aluminium and bronze finishes. It is used for code-based door access and integrates with Wiegand controllers.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft23k/ft23k_01.png,"FT23K — Stand-alone access keypad, 2 relays + Wiegand",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft23k/ft23k_01.png
ft24k,FT24K,"The FT24K is a stand-alone access keypad that operates via the FT25KINT interface and Wiegand output, in a 143x143mm front plate available in grey aluminium and bronze finishes (gold, fusil, rustic) or a custom RAL colour. It is used for code-based door access.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft24k/ft24k_01.png,FT24K — Stand-alone access keypad (via FT25KINT) and Wiegand,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft24k/ft24k_01.png
ft25k,FT25K,"The FT25K is a stand-alone access keypad set in glass, operating via the FT25KINT interface and Wiegand output, in a 150x150mm format. This variant has a grey glass front (a black version, FTB25K, is also available). It is used for code-based door access.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft25k/ft25k_01.png,"FT25K — Access keypad in glass, stand-alone (via FT25KINT) and Wiegand",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft25k/ft25k_01.png
ft26k,FT26K,"The FT26K is a combined keypad and badge reader with Bluetooth and NFC support, one relay, Wiegand output and cloud connectivity, in a black aluminium housing (50x140x28mm). It supports access via code, badge or smartphone and is managed through Fasttel's cloud platform.",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft26k/ft26k_01.png,"FT26K — Keypad / badge reader with Bluetooth, NFC, Wiegand and cloud",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft26k/ft26k_01.png
ftemperor-v,FTEMPEROR-V,The FTEMPEROR-V (FTEMPERORV) is a stainless steel base for the FTEMPEROR design registration/intercom column (250x180x8mm). It provides extra stability on uneven surfaces. It is a mounting accessory for the Emperor pedestal columns used with FT800 Prestige outdoor stations.,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftemperor-v/ftemperor-v_01.png,FTEMPEROR-V — Stainless steel base for the FTEMPEROR design column,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ftemperor-v/ftemperor-v_01.png
