Slug,:draft,Title,Sub Title,Product Description,Technical Table,Thumbnail,Thumbnail:alt,Brand,Product Categories,Product Tags,Specsheet
bdm,false,BDM,,<p>Soft Carry Bag with FlatPanel Audio logo</p>,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/flat-panel-audio/bdm/bdm_main.png,BDM,flat-panel-audio,audio,speaker,
cmp-trop-b,false,CMP TROP.B,,"<p>Weather resistance withstands Australian conditions Great sound with effortless bass Impressive outdoor entertaining, Power Handling:20-140 WRMS</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/cmp-trop-b/cmp-trop-b_main.png,CMP TROP.B,krix,audio,outdoor,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/cmp-trop-b/cmp-trop-b_datasheet.pdf
cmp-trop-w,false,CMP TROP.W,,"<p>Weather resistance withstands Australian conditions Great sound with effortless bass Impressive outdoor entertaining, Power Handling:20-140 WRMS</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/cmp-trop-w/cmp-trop-w_main.png,CMP TROP.W,krix,audio,outdoor,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/cmp-trop-w/cmp-trop-w_datasheet.pdf
sc-aim285-mk3,false,SC-AIM285-MK3,,"<p>In Ceiling Speaker 8 in Woofer & ARC Tweeter Array, Flangeless</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc-aim285-mk3/sc-aim285-mk3_main.png,SC-AIM285-MK3,nice,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc-aim285-mk3/sc-aim285-mk3_datasheet.pdf
sdsi-8,true,SDSi-8,Triple 8” Subwoofer,"<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""zz9256692"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""8\"" subwoofer with high back-EMF woofer design: over-sized magnets generating high motor force, experience unprecedented performance at this price."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}],""metadata"":{""version"":1,""createdTimestamp"":{""$date"":""2024-06-18T10:11:18.380Z""},""updatedTimestamp"":{""$date"":""2024-06-18T10:11:18.380Z""},""id"":""c7a7087b-024a-4355-bbfa-16bf90ab7a11""}}</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sdsi-8/sdsi-8_main.png,,,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sdsi-8/sdsi-8_datasheet.pdf
lea-cs-touch-blk,false,LEA CS Touch-BLK,,"<p>Full color touch screen with rotary encoder, Programmable via WebUI software, Individual zone and group control for up to 100 zones or groups, PoE powered for easy installation, Works with US and UK/EU single gang wall boxes</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/lea-cs-touch-blk/lea-cs-touch-blk_main.png,LEA CS Touch-BLK,lea,control-system,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/lea-cs-touch-blk/lea-cs-touch-blk_datasheet.pdf
lea-cs-touch-wht,false,LEA CS TOUCH-WHT,,"<p>Full color touch screen with rotary encoder, Programmable via WebUI software, Individual zone and group control for up to 100 zones or groups, PoE powered for easy installation, Works with US and UK/EU single gang wall boxes</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/lea-cs-touch-wht/lea-cs-touch-wht_main.png,LEA CS TOUCH-WHT,lea,control-system,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/lea-cs-touch-wht/lea-cs-touch-wht_datasheet.pdf
sc2-100,true,SC2-100,"Two Channel, High Current Power Amp; 2 x 100W; 400W Bridged","<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""yw27j11233"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The SC2-100 is a 2-channel amplifier providing 100W per channel (400W when bridged for higher output applications) and independent level control, making installation easier and more straight forward than ever before."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""PARAGRAPH"",""id"":""jbu6z1370"",""nodes"":[],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""PARAGRAPH"",""id"":""o6fja875"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Offering the classic SpeakerCraft power and stability that you’ve come to know and trust, the New SC2-100 brings extremely high current power to a custom-installed A/V System in a remarkably convenient way. Featuring audio circuitry constructed using the finest materials available, including 1% metal film resistors, high-quality capacitors, and oversized heat sinks that ensure proper cooling without the need for a noisy fan. This 2-channel amplifier provides 100W per channel (400W when bridged for higher output applications) and independent level control."",""decorations"":[{""type"":""COLOR"",""colorData"":{""background"":""rgb(255, 255, 255)""}}]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}],""documentStyle"":{}}</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc2-100/sc2-100_main.png,,,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc2-100/sc2-100_datasheet.pdf
dynamix-mk3,false,DYNAMIX MK3,,"<p>Legacy SKU, not in June 2026 list. MSRP estimated, confirm.</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/dynamix-mk3/dynamix-mk3_main.png,DYNAMIX MK3,krix,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/dynamix-mk3/dynamix-mk3_datasheet.pdf
sc4-100,true,SC4-100,"Four Channel, High Current Power Amp; 4 x 100W","<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""mvvu511221"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The SC4-100 delivers up to 100 watts of power to each of four independent channels. It is bridgeable in pairs- doubling the output and enabling 2, 3 or 4-channel configuration."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""PARAGRAPH"",""id"":""pe7dt1424"",""nodes"":[],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""type"":""PARAGRAPH"",""id"":""al2jn1022"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Additionally, each channel has two selectable analog high-pass filters. These filters are critical to optimize the performance of connected satellite speakers or subwoofers, without the hassle of DSP or ip. Independent level control allows you to trim the signal for lower output to small speakers or turn all the way up for max power. The amplifier is stable at a low impedance, so it can drive multiple satellite speakers or a subwoofer from each channel."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""dgwyn1025"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Preamp outputs on every channel allow for patching to an adjacent channel or sending the signal to another device. Audio sensing, and in and out triggers add power management convenience. Each channel has a signal and clipping indicator located on the stylish brushed aluminum front panel for easy troubleshooting and signal verification. Rack ears and tabletop feet are included for mounting options.&nbsp;The SC4-100 4-chanel amplifier offers exceptional performance features, convenience, and flexibility in an elegant single rack mount chassis."",""decorations"":[]}}],""type"":""PARAGRAPH""}],""documentStyle"":{}}</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc4-100/sc4-100_main.png,,,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc4-100/sc4-100_datasheet.pdf
sdsi-12,true,SDSi-12,Triple 12” Subwoofer,"<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""1ples6716"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""12\"" subwoofer with high back-EMF woofer design: over-sized magnets generating high motor force, experience unprecedented performance at this price."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}}}],""metadata"":{""version"":1,""createdTimestamp"":{""$date"":""2024-06-18T10:11:27.579Z""},""updatedTimestamp"":{""$date"":""2024-06-18T10:11:27.579Z""},""id"":""abf669f7-52e2-455b-a492-f67a6431556f""}}</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sdsi-12/sdsi-12_main.png,,,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sdsi-12/sdsi-12_datasheet.pdf
dc12-ip,true,DC12-IP,DC12-IP DC Power Manager BlueBOLT enabled ,"<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""foo"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The Nice DC12-IP is BlueBOLT enabled and LAN controlled power conditioner and sequencer with individual control and monitoring for 12 separate DC outlets. Remote power management via BlueBOLT’s cloud-enabled platform allows installers to monitor, control and program from anywhere. With a rack mountable design, the DC12-IP is perfect for any rack with bulky DC power supplies that make fitting them in a compact space a challenge. Surge protection through Panamax technology ensures fewer service calls and maximum longevity of connected equipment."",""decorations"":[{""type"":""COLOR"",""colorData"":{""background"":""rgb(255, 255, 255)""}}]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""},""indentation"":0}}],""metadata"":{""version"":1,""createdTimestamp"":""2022-12-19T17:56:18.279Z"",""updatedTimestamp"":""2022-12-19T17:56:18.279Z"",""id"":""99a15043-b70f-4160-9fde-3e9245f865ac""},""documentStyle"":{}}</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/dc12-ip/dc12-ip_main.png,,,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/dc12-ip/dc12-ip_datasheet.pdf
vsla,false,VSLA,,"<p>Support bracket to attach MFLA to VS21 subwoofer, linking array bracket, one kit mates one MFLA to one VS21</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/vsla/vsla_main.png,VSLA,bassboss,audio,subwoofer,
seismix-3-mk7,true,SEISMIX 3 MK7,SUBWOOFER,"<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""foo"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Bring low frequency effects to life with this tight yet powerful subwoofer. Experience movies as the director intended."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""},""indentation"":0}},{""type"":""PARAGRAPH"",""id"":""0ooid7412"",""nodes"":[],""paragraphData"":{}},{""type"":""IMAGE"",""id"":""48jm97411"",""nodes"":[],""imageData"":{""containerData"":{""width"":{""custom"":""216""},""alignment"":""LEFT"",""textWrap"":true},""image"":{""src"":{""id"":""288096_7d2277dfa9f54926b833964f0263d875~mv2.png""},""width"":321,""height"":139}}},{""type"":""PARAGRAPH"",""id"":""npe0r7413"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""For a deep bass experience that will move the earth without costing the earth, the Seismix 3 Mk7 subwoofer is sure to rock your world."",""decorations"":[]}}],""paragraphData"":{}},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""lby2q7447"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""You won’t have to sacrifice musicality for low frequency output with this tuneful speaker that will allow you to truly feel the rumble of bass with supreme clarity."",""decorations"":[]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""dzsoc7449"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""A front-firing, vented subwoofer, the Seismix 3 Mk7 features a Krix designed 275mm long throw bass driver, developed specifically for high-level low frequency reinforcement. Enhanced geometry within the magnet structure increases linear cone travel by a whopping 30 percent and allows superior driver control, while the built-in high performance class D amplifier delivers increased sound efficiency with lower power consumption."",""decorations"":[]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""eqz717451"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Not only capable of effortlessly producing seriously deep bass for your home theatre or sound system, the Seismix 3 Mk7 is available in five genuine timber veneer finishes or classic black woodgrain."",""decorations"":[]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""JUSTIFY""}},""style"":{},""id"":""re2fk7453"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""For the ultimate sound experience at home, play it through Krix."",""decorations"":[]}}],""type"":""PARAGRAPH""}],""metadata"":{""version"":1,""createdTimestamp"":""2022-12-19T17:56:18.279Z"",""updatedTimestamp"":""2022-12-19T17:56:18.279Z"",""id"":""cdb501f0-0ffa-4c30-9aa7-98d752c0bb1a""},""documentStyle"":{}}</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/seismix-3-mk7/seismix-3-mk7_main.png,,,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/seismix-3-mk7/seismix-3-mk7_datasheet.pdf
el-itp2-8-bk,false,EL-ITP2-8-BK,,<p>8-inch Interactive Touch Panel - Black</p>,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/el-itp2-8-bk/el-itp2-8-bk_main.png,EL-ITP2-8-BK,nice,control-system,,
el-sw-nva-p,false,EL-SW-NVA-P,,<p>Nice Voice Assistant (Lifetime License)</p>,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/el-sw-nva-p/el-sw-nva-p_main.png,EL-SW-NVA-P,nice,audio,speaker,
ext-mx-20-as200,false,EXT MX-20.AS200,,<p>Low-Frequency Absorption Spacer Modules 200 mm wide</p>,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/ext-mx-20-as200/ext-mx-20-as200_main.png,EXT MX-20.AS200,krix,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/ext-mx-20-as200/ext-mx-20-as200_datasheet.pdf
sc-terr-4-1-hs,false,SC-TERR-4.1-HS,,<p>Outdoor Speaker Kit 4x 4 in Satellite & 8 in Hardscape Subwoofer</p>,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc-terr-4-1-hs/sc-terr-4-1-hs_main.png,SC-TERR-4.1-HS,nice,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc-terr-4-1-hs/sc-terr-4-1-hs_datasheet.pdf
gtmfla,false,GTMFLA,,"<p>Aluminum frame ground support and transport cart, 4 locking casters, supports up to 5 cabinets or 4 plus fly bar</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/gtmfla/gtmfla_main.png,GTMFLA,bassboss,audio,speaker,
as-325,false,AS-325,SPACER MODULE,"<h3 dir=""auto"">Description</h3><p dir=""auto"">For large acoustically transparent screens you want to make sure that the sound matches the picture. Widen your soundstage and improve imaging with the AS325 module, compatible with the MX-20, MX-30 and MX-40 systems.</p><p dir=""auto"">Recreate the Krix Infinite Baffle Wall used in commercial cinemas all over the world with the AS325 Absorption Spacer Modules, for the ultimate cinema experience at home.</p><p dir=""auto"">Positioned between the main speakers and subwoofers of the MX-20, MX-30 or MX-40 speaker systems, the Absorption Spacer Modules are covered and filled with acoustic absorbing material, absorbing unwanted reflections and acting as a bass trap to enhance the overall acoustic performance of your speaker system.</p><p dir=""auto"">At 325mm wide and the same height and depth as the MX modules, the AS325 ensures your soundstage fills the entire acoustically transparent screen when using a large or cinemascope screen.</p><p dir=""auto"">Purchased in pairs to ensure the complete speaker system is symmetrical, a pair will add 650mm to the overall width of the system. Strategically positioned openings in the front baffle underneath the acoustic treatment also improve the module’s effectiveness.</p><p dir=""auto"">For the ultimate cinema experience at home, play it through Krix.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Specification</p></th><th><p dir=""auto"">Value</p></th></tr><tr><td><p dir=""auto"">Type</p></td><td><p dir=""auto"">Absorption spacer module (sold in pairs)</p></td></tr><tr><td><p dir=""auto"">Compatible Systems</p></td><td><p dir=""auto"">MX-20, MX-30, MX-40</p></td></tr><tr><td><p dir=""auto"">Construction</p></td><td><p dir=""auto"">Acoustic absorbing material with covered front baffle</p></td></tr><tr><td><p dir=""auto"">Function</p></td><td><p dir=""auto"">Widens soundstage, improves imaging, acts as bass trap</p></td></tr><tr><td><p dir=""auto"">Height</p></td><td><p dir=""auto"">1220mm</p></td></tr><tr><td><p dir=""auto"">Width</p></td><td><p dir=""auto"">325mm</p></td></tr><tr><td><p dir=""auto"">Depth (MX-20)</p></td><td><p dir=""auto"">295mm</p></td></tr><tr><td><p dir=""auto"">Depth (MX-30 / MX-40)</p></td><td><p dir=""auto"">335mm</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/p3pCQ4lHvViEuxsPsCCdtL669dM.jpg,Black tower speaker with perforated grille,krix,audio,speaker,
mx-30-as325,false,MX-30.AS325,,<p>MX-30 MODULAR 325 mm Spacer Module</p>,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/mx-30-as325/mx-30-as325_main.png,MX-30.AS325,krix,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/mx-30-as325/mx-30-as325_datasheet.pdf
sc-terr-4-1-bu,false,SC-TERR-4.1-BU,,<p>Outdoor Speaker Kit 4x 4 in Satellite & 8 in Burial Subwoofer</p>,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc-terr-4-1-bu/sc-terr-4-1-bu_main.png,SC-TERR-4.1-BU,nice,audio,"subwoofer,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc-terr-4-1-bu/sc-terr-4-1-bu_datasheet.pdf
rmfla,false,RMFLA,,"<p>MFLA line array flying frame, multiple lifting points for rigging flexibility</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/bassboss/rmfla/rmfla_main.png,RMFLA,bassboss,audio,speaker,
cyclonix-12-active,false,Cyclonix 12 Active,,"<p>12 in driver with extra-long excursion Powered Subwoofer, 450 Watts RMS, 900 Watts' maximum instantaneous power</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/cyclonix-12-active/cyclonix-12-active_main.png,Cyclonix 12 Active,krix,audio,subwoofer,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/krix/cyclonix-12-active/cyclonix-12-active_datasheet.pdf
lea-cs84,false,LEA CS84,,"<p>4CH x 80W, 4, 8, and 70V/100V per channel, IoT Smart Amplifier for Professional Audio Systems, Key Features: WebUI, LEA Cloud, Third-Party API Control, SharkWare, 96kHz DSP, Speaker Tunings, Real-Time Load Monitoring, Event & Fault Monitoring, Lo-Z or Hi-Z Selectable by Channel, Smart Power Bridge and High-Efficiency Design</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/lea-cs84/lea-cs84_main.png,LEA CS84,lea,audio,amplifier,
cs164,true,CS164,"SMART AMP | 4 CHANNELS | 160 WATTS PER CHANNEL
","<p>{""nodes"":[{""type"":""PARAGRAPH"",""id"":""foo"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;164 is a 4-channel amplifier with 160 watts per channel. As part of the Network&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":"", the world’s first Internet of Things- (IoT) enabled professional-grade amplifiers, it is perfectly suited for small to medium-scale installations. The 164 features direct HiZ (70V or 100V) or LoZ selectable by channel. With three ways to connect, you can engage the built-in Wi-Fi access point, connect to the venue’s Wi-Fi, or use the FAST Ethernet to connect to any local area network via Cat5 or Cat6 cable."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""},""indentation"":0}},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""btv1411628"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Then there’s the Cloud…Network&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;is the first professional amplifier family to feature Cloud connectivity. Harness the power of the Cloud for remote control, monitoring, notifications, and more from any of your personal devices. Just connect your amp to a network and start commanding your systems.&nbsp; Register for your free LEA Cloud account at&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""leaprofessional.cloud"",""decorations"":[{""type"":""LINK"",""linkData"":{""link"":{""url"":""http://leaprofessional.cloud"",""target"":""SELF""}}},{""type"":""COLOR"",""colorData"":{""background"":""transparent"",""foreground"":""rgb(0, 156, 194)""}},{""type"":""UNDERLINE""}]}}],""type"":""PARAGRAPH""},{""paragraphData"":{""textStyle"":{""textAlignment"":""AUTO""}},""style"":{},""id"":""ueyfp11634"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""The Network&nbsp;"",""decorations"":[]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""CONNECT"",""decorations"":[{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""SERIES"",""decorations"":[{""type"":""COLOR"",""colorData"":{""foreground"":""rgb(255, 0, 0)""}},{""type"":""BOLD"",""fontWeightValue"":700}]}},{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""&nbsp;also features analog inputs and external I/O control for remote on/off and fault monitoring."",""decorations"":[]}}],""type"":""PARAGRAPH""}],""metadata"":{""version"":1,""createdTimestamp"":""2022-12-19T17:56:18.279Z"",""updatedTimestamp"":""2022-12-19T17:56:18.279Z"",""id"":""4f0e18d1-aaef-4ade-b517-4b0524a0f608""},""documentStyle"":{}}</p>",,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/lea-cs164/lea-cs164_main.png,,,,,
sc-sa-kit,false,SC-SA-KIT,,<p>Complete Small Aperture System Bundle</p>,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc-sa-kit/sc-sa-kit_main.png,SC-SA-KIT,nice,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/sc-sa-kit/sc-sa-kit_datasheet.pdf
el-itp2-12-bk,false,EL-ITP2-12-BK,,<p>12-inch Interactive Touch Panel - Black</p>,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/nice/el-itp2-12-bk/el-itp2-12-bk_main.png,EL-ITP2-12-BK,nice,control-system,,
