"Slug",":draft","Title","Sub Title","Product Description","Technical Table","Thumbnail","Thumbnail:alt","Brand","Product Categories","Product Tags","Specsheet","Gallery"
"esoterix-altum","false","Esoterix Altum","The ultimate bookshelf speaker for esoteric audiophiles","<p>The Esoterix Altum is Krix&#x27;s premium 2-way bookshelf speaker aimed at audiophile 2-channel listening. It pairs a 165mm bass/midrange driver (cast aluminium basket, large neodymium-iron-boron magnet) with a ScanSpeak Revelator tweeter for an accurate, detailed stereo image.</p><p>A precision waveguide controls directivity to present a soundstage larger than the cabinet size suggests, with a tight, punchy low end.</p><ul><li><p>Premium 2-way audiophile bookshelf speaker</p></li><li><p>165mm bass/midrange with cast aluminium basket and NdFeB magnet</p></li><li><p>ScanSpeak Revelator tweeter with precision directivity waveguide</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>2-way</td></tr><tr><td>Bass/midrange</td><td>165mm (cast aluminium basket, NdFeB magnet)</td></tr><tr><td>Tweeter</td><td>ScanSpeak Revelator</td></tr><tr><td>Frequency response</td><td>40Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>20-200 Watts RMS recommended</td></tr><tr><td>Sensitivity</td><td>89dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 4 Ohms (minimum 3.2 Ohms)</td></tr><tr><td>Dimensions</td><td>390mm H x 260mm W x 380mm D</td></tr></tbody></table>","","","krix","bookshelf","bookshelf","",""
"equinox-mk5","false","Equinox Mk5","Compact bookshelf favourite for 2-channel music","<p>The Equinox Mk5 is a compact bass-reflex bookshelf speaker built around a 130mm doped curvilinear paper-cone bass/mid driver and a 26mm ring-radiator tweeter.</p><p>A long-standing favourite among 2-channel enthusiasts, it can also serve as a surround speaker in a multi-channel Krix system when used on stands or mounts.</p><ul><li><p>Compact bass-reflex bookshelf speaker</p></li><li><p>130mm doped curvilinear paper-cone bass/mid driver</p></li><li><p>26mm ring-radiator tweeter; doubles as a surround speaker</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Drivers</td><td>130mm doped curvilinear paper-cone bass/mid + 26mm ring radiator</td></tr><tr><td>Enclosure</td><td>Bass reflex, rear vented</td></tr><tr><td>Frequency response</td><td>45Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>20-120 Watts RMS recommended</td></tr><tr><td>Sensitivity</td><td>88dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 6 Ohms (minimum 3.6 Ohms)</td></tr><tr><td>Dimensions</td><td>295mm H x 175mm W x 235mm D</td></tr><tr><td>Weight</td><td>6kg</td></tr></tbody></table>","","","krix","bookshelf","bookshelf","https://cdn.prod.website-files.com/63e33686b480b80aa505edc2/63e583d2d3e2a122fe464dff_Equinox-Mk5-Specifications-Sheet-001.pdf",""
"acoustix-mk2","false","Acoustix Mk2","Larger bookshelf speaker with dual 5-inch drivers","<p>The Acoustix Mk2 is a bookshelf speaker using dual 130mm (5-inch) bass/mid drivers and a 26mm dual-concentric tweeter with waveguide centre plug for controlled directivity.</p><p>It is the largest of Krix&#x27;s compact bookshelf trio, timbre-matched to the rest of the range.</p><ul><li><p>Dual 130mm bass/mid drivers</p></li><li><p>26mm dual-concentric tweeter with waveguide centre plug</p></li><li><p>Largest of the Krix compact bookshelf trio, timbre-matched to the range</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Drivers</td><td>2 x 130mm (5-inch) bass/mid + 26mm dual-concentric tweeter</td></tr><tr><td>Frequency response</td><td>45Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>20-160 Watts RMS recommended</td></tr><tr><td>Sensitivity</td><td>89dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 6 Ohms (minimum 4.3 Ohms)</td></tr><tr><td>Dimensions</td><td>450mm H x 180mm W x 300mm D</td></tr><tr><td>Weight</td><td>10kg each</td></tr></tbody></table>","","","krix","bookshelf","bookshelf","",""
"equinox-evara","false","Equinox Evara","Big sound, small footprint - contemporary-finish Equinox","<p>The Equinox Evara is a redesigned, contemporary-finish edition of the Equinox bookshelf, with modern cabinet finishes and precision magnetic grilles. Krix states it delivers the same acoustic performance as the Equinox Mk5, built around a 130mm bass/midrange driver and a 26mm dual-concentric tweeter with waveguide centre plug.</p><ul><li><p>Contemporary-finish edition of the Equinox bookshelf</p></li><li><p>130mm bass/midrange and 26mm dual-concentric tweeter</p></li><li><p>Precision magnetic grilles; performance matches the Equinox Mk5</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Drivers</td><td>130mm bass/midrange + 26mm dual-concentric tweeter</td></tr><tr><td>Frequency response</td><td>45Hz - 40kHz</td></tr><tr><td>Sensitivity</td><td>88dB</td></tr></tbody></table>","","","krix","bookshelf","bookshelf","",""
"vortex-mk2","false","Vortex Mk2","Flagship 3-way centre with vocal clarity and dynamic bass","<p>The Vortex Mk2 is Krix&#x27;s large three-way centre channel, with dual 165mm bass drivers, a dedicated 130mm midrange, and a dual-concentric tweeter in a dual-chamber enclosure.</p><p>Krix positions it as the ideal partner to the Harmonix Mk2 for the ultimate in realism in a home-theatre front stage.</p><ul><li><p>Large three-way centre channel</p></li><li><p>Dual 165mm bass drivers, 130mm midrange, dual-concentric tweeter</p></li><li><p>Dual-chamber enclosure; partners the Harmonix Mk2 floorstander</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>3-way</td></tr><tr><td>Drivers</td><td>2 x 165mm bass + 130mm midrange + 25mm dual-concentric tweeter</td></tr><tr><td>Frequency response</td><td>35Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>50-250 Watts RMS recommended</td></tr><tr><td>Sensitivity</td><td>91dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 6 Ohms (minimum 3 Ohms)</td></tr><tr><td>Dimensions</td><td>230mm H x 725mm W x 370mm D</td></tr><tr><td>Weight</td><td>24kg each</td></tr></tbody></table>","","","krix","centre","centre","https://cdn-docs.av-iq.com/dataSheet/Vortex%20Mk2.pdf",""
"epicentrix-mk2","false","Epicentrix Mk2","Powerhouse centre channel matched to the Neuphonix Mk2","<p>The Epicentrix Mk2 is a large three-way centre channel that uses identical drivers to the Neuphonix Mk2 floorstander for a seamless front-stage match. With four 130mm bass drivers, a 130mm midrange and a dual-concentric tweeter, it delivers dialogue, effects and music with finesse and authority.</p><p>It was named Centre Speaker of the Year.</p><ul><li><p>Three-way centre using the same drivers as the Neuphonix Mk2</p></li><li><p>Four 130mm bass drivers, 130mm midrange, dual-concentric tweeter</p></li><li><p>Named Centre Speaker of the Year</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>3-way</td></tr><tr><td>Drivers</td><td>4 x 130mm bass + 130mm midrange + 26mm dual-concentric tweeter</td></tr><tr><td>Frequency response</td><td>35Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>50-300 Watts RMS recommended</td></tr><tr><td>Sensitivity</td><td>90dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 6 Ohms (minimum 4.3 Ohms)</td></tr><tr><td>Dimensions</td><td>233mm H x 910mm W x 355mm D</td></tr><tr><td>Weight</td><td>24kg</td></tr></tbody></table>","","","krix","centre","centre","https://cdn.prod.website-files.com/63e33686b480b80aa505edc2/64a4d47d68551aa9ff5b9ce5_Epicentrix%20Mk2%20Specifications%20Sheet-004.pdf",""
"graphix-mk2","false","Graphix Mk2","Compact 2-way D'Appolito centre for AV cabinets and furniture","<p>The Graphix Mk2 is a compact D&#x27;Appolito two-way centre with dual 130mm bass/mid drivers flanking a 26mm waveguide tweeter. Dual front-firing ports let it be placed inside AV furniture or cabinets without boomy bass resonance, making it a flexible centre option for space-constrained installs.</p><ul><li><p>Compact D&#x27;Appolito two-way centre</p></li><li><p>Dual 130mm bass/mid drivers and 26mm waveguide tweeter</p></li><li><p>Dual front-firing ports for placement inside AV furniture</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>D&#x27;Appolito, 2-way</td></tr><tr><td>Drivers</td><td>2 x 130mm bass/mid + 26mm tweeter with waveguide centre plug</td></tr><tr><td>Ports</td><td>Dual front-firing</td></tr><tr><td>Frequency response</td><td>45Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>20-160 Watts RMS recommended</td></tr><tr><td>Sensitivity</td><td>89dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 6 Ohms (minimum 4.3 Ohms)</td></tr><tr><td>Dimensions</td><td>180mm H x 450mm W x 300mm D</td></tr><tr><td>Weight</td><td>10kg each</td></tr></tbody></table>","","","krix","centre","centre","",""
"sonix-mk3","false","Sonix Mk3","Slim, compact 2-way D'Appolito entry-level centre channel","<p>The Sonix Mk3 is Krix&#x27;s slim, compact entry centre channel, using dual 100mm doped paper-cone drivers in a D&#x27;Appolito layout with a 26mm dual-concentric waveguide tweeter.</p><p>Its low-profile bass-reflex (front-vented) enclosure with internal X-bracing suits placement under or in front of a TV.</p><ul><li><p>Slim, compact entry-level centre channel</p></li><li><p>Dual 100mm doped paper-cone drivers in D&#x27;Appolito layout</p></li><li><p>Low-profile front-vented enclosure with internal X-bracing</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>D&#x27;Appolito, 2-way</td></tr><tr><td>Drivers</td><td>2 x 100mm (4-inch) doped paper cone + 26mm dual-concentric tweeter</td></tr><tr><td>Enclosure</td><td>Bass reflex, front vented with internal X-bracing</td></tr><tr><td>Frequency response</td><td>65Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>20-140 Watts RMS recommended</td></tr><tr><td>Sensitivity</td><td>88dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 6 Ohms (minimum 4.2 Ohms)</td></tr><tr><td>Dimensions</td><td>125mm H x 435mm W x 160mm D</td></tr><tr><td>Weight</td><td>4kg</td></tr></tbody></table>","","","krix","centre","centre","https://cdn.prod.website-files.com/63e33686b480b80aa505edc2/64a4d17ae7da97f717c7ddea_Sonix%20Mk3%20Specification%20Sheet-001.pdf",""
"dynamix-mk4","false","Dynamix MK4","Wedge-shaped on-wall side/rear surround speaker","<p>The Dynamix MK4 is ideal as side or rear surround speakers in a multi-channel setup, designed to complement the Krix range of front speakers. It uses a wedge-shaped design with the same 15-degree angled baffle found in Krix&#x27;s commercial cinema surround speakers, and a bass-reflex design with a front port to eliminate boomy bass.</p><ul><li><p>Wedge-shaped on-wall side/rear surround speaker</p></li><li><p>15-degree angled baffle from Krix commercial cinema surrounds</p></li><li><p>Bass-reflex design with front port</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>2-way</td></tr><tr><td>Drivers</td><td>130mm doped curvilinear paper cone bass/mid + 26mm ring radiator tweeter</td></tr><tr><td>Frequency response</td><td>45Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>20-120 Watts RMS</td></tr><tr><td>Sensitivity</td><td>88dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 6 Ohms (minimum 3.6 Ohms)</td></tr><tr><td>Dimensions</td><td>355mm H x 245mm W x 200mm D (at top)</td></tr></tbody></table>","","","krix","surround","surround","",""
"phonix","false","Phonix","Benchmark on-wall side/rear surround loudspeaker","<p>Designed for on-wall side and rear surround sound, the Phonix offers high power handling with low-frequency extension down to 45Hz. It features a braced, critically-damped enclosure finished with a neat black cloth grille.</p><p>It replicates the wedge-shaped design used in Krix&#x27;s commercial cinema surround speakers so it can be mounted high and away from the listener while maintaining pattern control.</p><ul><li><p>On-wall side and rear surround loudspeaker</p></li><li><p>Braced, critically-damped enclosure with black cloth grille</p></li><li><p>Wedge-shaped cinema-derived design for pattern control</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>6.5-inch 2-way</td></tr><tr><td>Drivers</td><td>165mm bass driver, 33mm voice coil + 26mm doped fabric dome tweeter</td></tr><tr><td>Frequency range</td><td>45Hz - 20kHz (-10dB)</td></tr><tr><td>Power handling</td><td>50-150 Watts RMS</td></tr><tr><td>Sensitivity</td><td>88dB SPL, 2.83V at 1m</td></tr><tr><td>Impedance</td><td>8 Ohms</td></tr><tr><td>Crossover point</td><td>1.8kHz</td></tr></tbody></table>","","","krix","surround","surround","",""
"phonix-45","false","Phonix 45","Shallow-depth angled surround / ceiling-effect speaker","<p>The Phonix 45 has a shallow 124mm depth and provides an immersive home theatre experience as a surround or ceiling-effect speaker. It shares the Phonix driver complement in a compact angled-baffle cabinet.</p><ul><li><p>Shallow 124mm depth angled-baffle cabinet</p></li><li><p>Works as a surround or ceiling-effect speaker</p></li><li><p>Shares the Phonix driver complement</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>6.5-inch 2-way</td></tr><tr><td>Drivers</td><td>165mm laminated polypropylene cone, 33mm voice coil + 26mm doped fabric dome</td></tr><tr><td>Frequency response</td><td>45Hz - 20kHz (-10dB)</td></tr><tr><td>Power handling</td><td>50-150 Watts RMS</td></tr><tr><td>Sensitivity</td><td>88dB SPL, 2.83V at 1m</td></tr><tr><td>Impedance</td><td>8 Ohms</td></tr><tr><td>Crossover point</td><td>1.8kHz</td></tr><tr><td>Depth</td><td>124mm</td></tr></tbody></table>","","","krix","surround","surround","",""
"phonix-flat","false","Phonix Flat","Flat-baffle on-wall surround speaker","<p>A flat-baffle variant of the Phonix designed for on-wall surround positions that sit more on-axis with the listening seats, finished as a slim on-wall cabinet.</p><ul><li><p>Flat-baffle variant of the Phonix surround</p></li><li><p>Slim on-wall cabinet for on-axis placement</p></li><li><p>Professional-grade crossover components</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>6.5-inch 2-way</td></tr><tr><td>Drivers</td><td>165mm paper cone, 33mm voice coil + 26mm doped fabric dome tweeter</td></tr><tr><td>Frequency range</td><td>45Hz - 20kHz (-10dB, in room)</td></tr><tr><td>Power handling</td><td>50-150 Watts RMS</td></tr><tr><td>Sensitivity</td><td>88dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>8 Ohms</td></tr><tr><td>Crossover point</td><td>1.8kHz</td></tr></tbody></table>","","","krix","surround","surround","",""
"hyperphonix-45","false","Hyperphonix 45","High-output 45-degree surround and overhead speaker","<p>The Hyperphonix 45 is a high-power, high-sensitivity surround and overhead speaker featuring a 45-degree baffle that aims sound directly at the listening seat. It uses a newly developed 90 x 90 Krix short-throw waveguide to improve dispersion and efficiency for very high output, and can be mounted flat to the wall or tightly into a corner.</p><p>It supports immersive formats like Dolby Atmos and DTS:X and ships as a pair with an adjustable bracket and black cloth grille.</p><ul><li><p>45-degree baffle aims sound at the listening seat</p></li><li><p>90 x 90 Krix short-throw waveguide for high output</p></li><li><p>Supports Dolby Atmos and DTS:X; ships with adjustable bracket</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>2-way</td></tr><tr><td>Drivers</td><td>165mm paper cone with 50mm voice coil + 26mm doped fabric dome on 90x90 waveguide</td></tr><tr><td>Frequency response</td><td>60Hz - 20kHz (in room)</td></tr><tr><td>Power handling</td><td>50-250 Watts RMS</td></tr><tr><td>Sensitivity</td><td>92dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>8 Ohms</td></tr></tbody></table>","","","krix","surround","surround","",""
"megaphonix","false","Megaphonix","High-output on-wall cinema main/surround speaker","<p>Designed for on-wall use in dedicated home cinemas, the Megaphonix uses high power-handling and high-sensitivity drivers to deliver cinema-grade impact and dynamics without needing a high-wattage amplifier. It is braced and critically damped for improved bass extension.</p><p>It is part of a five-speaker family that can be combined with matching mains and surrounds.</p><ul><li><p>High-output 10-inch on-wall cinema speaker</p></li><li><p>High sensitivity for cinema impact without a big amplifier</p></li><li><p>Braced, critically damped enclosure; part of the Megaphonix family</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>10-inch 2-way</td></tr><tr><td>Drivers</td><td>255mm bass driver, 50mm voice coil + 26mm doped fabric dome with proprietary waveguide</td></tr><tr><td>Dispersion</td><td>90 degrees horizontal / 40 degrees vertical</td></tr><tr><td>Frequency range</td><td>40Hz - 20kHz (in room)</td></tr><tr><td>Power handling</td><td>50-250 Watts RMS</td></tr><tr><td>Sensitivity</td><td>95dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>8 Ohms</td></tr></tbody></table>","","","krix","surround","surround","https://cdn.prod.website-files.com/63e33686b480b80aa505edc2/64a60ada0a2a68a957030e09_Megaphonix%20Specifications%20sheet-002.pdf",""
"megaphonix-flat","false","Megaphonix Flat","Flat-baffle high-output on-wall main/surround speaker","<p>A flat-baffle version of the Megaphonix for dedicated home cinema, using the same high power-handling, high-sensitivity 10-inch driver complement for full-impact cinema sound.</p><ul><li><p>Flat-baffle version of the Megaphonix</p></li><li><p>Same high-output 10-inch driver complement</p></li><li><p>Ferro-fluid cooled tweeter on 90 x 40 short-throw waveguide</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Drivers</td><td>255mm (10-inch) paper cone, 50mm voice coil + 26mm doped fabric dome on 90x40 waveguide</td></tr><tr><td>Frequency range</td><td>40Hz - 20kHz (in room)</td></tr><tr><td>Power handling</td><td>50-250 Watts RMS</td></tr><tr><td>Sensitivity</td><td>95dB at 2.83V</td></tr><tr><td>Crossover point</td><td>1.8kHz</td></tr><tr><td>Dimensions</td><td>885mm H x 390mm W x 162mm D</td></tr></tbody></table>","","","krix","surround","surround","https://cdn.prod.website-files.com/63e33686b480b80aa505edc2/64a60ba3d2e8cb8b1b3b4ac4_Megaphonix%20Flat%20Specifications%20sheet-002.pdf",""
"owx-50","false","OWX-50","Compact high-output on-wall screen/surround/overhead speaker","<p>The OWX-50 delivers performance and power in a compact design for those needing high output from a small footprint, and can be used as a screen, surround, or overhead speaker. The included bracket allows flush mounting or adjustable angles up to 30 degrees.</p><p>Finished in Cinema Black.</p><ul><li><p>Compact high-output speaker for screen, surround or overhead use</p></li><li><p>Dual 165mm drivers with Krix short-throw constant-directivity horn</p></li><li><p>Bracket for flush mount or adjustable angles up to 30 degrees</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>2-way bass reflex, front-vented</td></tr><tr><td>Drivers</td><td>2 x 165mm (6.5-inch) paper cone, 50mm voice coils + compression driver on constant-directivity horn</td></tr><tr><td>Mounting</td><td>Adjustable up to 30 degrees</td></tr><tr><td>Finish</td><td>Cinema Black</td></tr></tbody></table>","","","krix","surround","surround","",""
"owx-55","false","OWX-55","Vertical-orientation compact high-output on-wall speaker","<p>The OWX-55 shares the OWX-50&#x27;s output and driver design but in a taller, vertical orientation, and can be used as a screen, surround, or overhead speaker. Its vertical design allows adjustable mounting angles up to 68 degrees.</p><p>Finished in Cinema Black.</p><ul><li><p>Vertical-orientation compact high-output speaker</p></li><li><p>Dual 165mm drivers with Krix constant-directivity horn</p></li><li><p>Adjustable mounting angles up to 68 degrees</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>2-way bass reflex, front-vented</td></tr><tr><td>Drivers</td><td>2 x 165mm (6.5-inch) paper cone, 50mm voice coils + high-output compression driver on horn</td></tr><tr><td>Mounting</td><td>Adjustable up to 68 degrees</td></tr><tr><td>Finish</td><td>Cinema Black</td></tr></tbody></table>","","","krix","surround","surround","",""
"epix","false","Epix","High-end 3-way in-wall delivering floorstanding-class realism","<p>The Epix lets you enjoy the realism of high-end floorstanding or centre-channel sound in an in-wall format, fitting into a standard 90mm frame. A fully enclosed back box maintains acoustic integrity and stops rear sound radiation transferring to adjoining rooms.</p><p>It suits both home theatre rooms and multi-functional living spaces in stereo and surround systems, and is available in vertical or horizontal configurations.</p><ul><li><p>High-end three-way in-wall speaker in a standard 90mm frame</p></li><li><p>Four 130mm bass drivers, 130mm midrange, 26mm ring radiator tweeter</p></li><li><p>Fully enclosed back box; vertical or horizontal configurations</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>3-way</td></tr><tr><td>Drivers</td><td>4 x 130mm coated paper bass + 130mm midrange + 26mm ring radiator tweeter</td></tr><tr><td>Frequency response</td><td>Down to 40Hz (in room); tweeter to 40kHz</td></tr><tr><td>Power handling</td><td>Amplifiers up to 200W into 4 Ohms</td></tr><tr><td>Sensitivity</td><td>90dB</td></tr><tr><td>Impedance</td><td>4 Ohms</td></tr><tr><td>Fits</td><td>Standard 90mm frame</td></tr></tbody></table>","","","krix","in-wall","in-wall","",""
"iw-30","false","IW-30","Compact in-wall for stereo music or home-theatre fronts/surrounds","<p>The IW-30 is a compact in-wall speaker well suited to small-to-medium home theatre rooms as main or surround speakers, or as a left/right pair for stereo music. It fits within a 70mm wall cavity and has a fully enclosed back box that ensures acoustic integrity and prevents rear sound radiation from transferring to adjoining rooms.</p><p>A single-piece trimless grille is held by magnets and can be painted to match the room.</p><ul><li><p>Compact in-wall fitting a 70mm wall cavity</p></li><li><p>100mm doped paper cone bass driver and 20mm ring radiator tweeter</p></li><li><p>Fully enclosed back box; paintable trimless magnetic grille</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Drivers</td><td>100mm (4-inch) doped paper cone, 25mm voice coil + 20mm ring radiator tweeter in waveguide</td></tr><tr><td>Frequency range</td><td>65Hz - 40kHz</td></tr><tr><td>Fits</td><td>70mm wall cavity</td></tr><tr><td>Warranty</td><td>5 years</td></tr></tbody></table>","","","krix","in-wall","in-wall","",""
"iw-50","false","IW-50","D'Appolito LCR in-wall speaker","<p>The IW-50 is a D&#x27;Appolito-configuration in-wall speaker often installed in Left-Centre-Right setups. Its fully enclosed rear cabinet guarantees consistent bass performance independent of the wall cavity and minimises sound transference into adjoining rooms.</p><p>The stainless-steel single-piece trimless grille is rust-resistant and supplied in a paintable white finish.</p><ul><li><p>D&#x27;Appolito in-wall speaker ideal for LCR setups</p></li><li><p>Fully enclosed rear cabinet for consistent bass</p></li><li><p>Rust-resistant paintable trimless stainless-steel grille</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Configuration</td><td>D&#x27;Appolito, 2-way; bass reflex, front-vented</td></tr><tr><td>Drivers</td><td>Dual 100mm bass drivers + 26mm ring radiator tweeter</td></tr><tr><td>Frequency range</td><td>55Hz - 40kHz (in room)</td></tr><tr><td>Power handling</td><td>20-140 Watts RMS</td></tr><tr><td>Sensitivity</td><td>89dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>Nominally 6 Ohms (minimum 3.5 Ohms)</td></tr><tr><td>Fits</td><td>Standard 70mm stud wall</td></tr></tbody></table>","","","krix","in-wall","in-wall","",""
"phonix-in-wall","false","Phonix In-wall","In-wall surround with cinema-derived design","<p>The Phonix In-wall delivers surround effects with clarity and power in a neat in-wall package, with low-frequency extension down to 45Hz. It is well suited to 5.1, 7.1, or immersive sound formats, and can be fixed to plastered studwork or cabinetry via its faceplate, with an optional black cloth grille for a concealed appearance.</p><p>The crossover uses close-tolerance, professional-grade components.</p><ul><li><p>In-wall surround with low-frequency extension to 45Hz</p></li><li><p>165mm laminated polypropylene cone and 26mm doped fabric dome</p></li><li><p>Faceplate mounting with optional black cloth grille</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Drivers</td><td>165mm laminated polypropylene cone, 33mm voice coil + 26mm doped fabric dome, ferro-fluid cooled</td></tr><tr><td>Low-frequency extension</td><td>To 45Hz</td></tr><tr><td>Dimensions</td><td>388mm H x 260mm W x 120mm D (cabinet); 453mm x 325mm faceplate</td></tr></tbody></table>","","","krix","in-wall","in-wall","",""
"megaphonix-in-wall","false","Megaphonix In-wall","High-output in-wall cinema speaker","<p>The Megaphonix In-wall is designed for in-wall use in dedicated home cinemas, using high power-handling, high-sensitivity drivers to deliver cinema-grade impact and dynamics without a big-wattage amplifier. It can be mounted behind an acoustically transparent screen (without grille) or used with a grille in full view, and is braced and critically damped to improve bass extension.</p><p>It is part of the five-speaker Megaphonix family.</p><ul><li><p>High-output 10-inch in-wall cinema speaker</p></li><li><p>Mountable behind an acoustically transparent screen</p></li><li><p>Braced, critically damped; gold-plated binding posts</p></li></ul>","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Drivers</td><td>255mm (10-inch) paper cone, 50mm voice coil + 26mm doped fabric dome with proprietary waveguide</td></tr><tr><td>Dispersion</td><td>90 degrees horizontal / 40 degrees vertical</td></tr><tr><td>Frequency range</td><td>40Hz - 20kHz (in room)</td></tr><tr><td>Power handling</td><td>50-250 Watts RMS</td></tr><tr><td>Sensitivity</td><td>95dB at 2.83V/1m</td></tr><tr><td>Impedance</td><td>8 Ohms</td></tr><tr><td>Crossover point</td><td>1.8kHz</td></tr><tr><td>Weight</td><td>23kg each</td></tr></tbody></table>","","","krix","in-wall","in-wall","",""
