"Slug",":draft","Title","Sub Title","Product Description","Technical Table","Thumbnail","Thumbnail:alt","Brand","Product Categories","Product Tags","Specsheet","Gallery"
"air-cx-12","true","AIR-CX-12","12-inch coaxial passive install loudspeaker, 90 x 90 coverage","<p>AIR-CX-12 is a 12-inch coaxial loudspeaker engineered for balanced output, clarity, and coverage in medium to large installations. The speaker features conical dispersion for consistent sound in various mounting orientations and accommodates pan-tilt U-brackets and VESA 100 x 100 rear mounting.</p><ul><li><p>12-inch coaxial driver with 2.5-inch voice coil, 97 dB sensitivity</p></li><li><p>90 x 90 degrees coverage, 121 dB max SPL, 300 W</p></li><li><p>VESA 100 x 100, 8 x M10 fly points, M10 safety point</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Passive coaxial installation speaker</td></tr><tr><td>Driver</td><td>12 in coaxial, 2.5 in VC</td></tr><tr><td>Frequency Response (-10dB)</td><td>55 - 18,000 Hz</td></tr><tr><td>Max SPL</td><td>121 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>97 dB</td></tr><tr><td>Nominal Coverage (H x V)</td><td>90 x 90 degrees</td></tr><tr><td>Impedance</td><td>4 / 8 / 16 Ohm</td></tr><tr><td>Nominal Power</td><td>300 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>350 x 524 x 318 mm</td></tr><tr><td>Net Weight</td><td>20 kg</td></tr><tr><td>Mounting</td><td>VESA 100 x 100; 8 x M10 points; M10 safety point</td></tr><tr><td>Material</td><td>Plywood, MDF, polyurethane paint</td></tr><tr><td>Protection</td><td>Steel grill, acoustically transparent backing</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/AIR-CX-series/AIR-CX-12-main-1000x1000.JPG","AIR-CX-12","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/AIR-CX-series/AIR-CX12-datasheet.pdf",""
"air-cx-15","true","AIR-CX-15","15-inch coaxial passive install loudspeaker, 90 x 90 coverage","<p>AIR-CX-15 is a 15-inch coaxial loudspeaker engineered for balanced output, clarity, and coverage in medium to large installations. The unit features conical dispersion suitable for vertical or horizontal mounting, with compatibility for pan-tilt U-brackets and VESA 100 x 100 rear mounting across walls, ceilings, and truss.</p><ul><li><p>15-inch coaxial driver with 2.5-inch voice coil, 98 dB sensitivity</p></li><li><p>90 x 90 degrees coverage, 122 dB max SPL, 300 W</p></li><li><p>VESA 100 x 100, 8 x M10 fly points, M10 safety point</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Passive coaxial installation speaker</td></tr><tr><td>Driver</td><td>15 in coaxial, 2.5 in voice coil</td></tr><tr><td>Frequency Response (-10dB)</td><td>50 - 18,000 Hz</td></tr><tr><td>Maximum SPL</td><td>122 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>98 dB</td></tr><tr><td>Nominal Coverage Angle (H x V)</td><td>90 x 90 degrees</td></tr><tr><td>Impedance</td><td>4 / 8 / 16 Ohm</td></tr><tr><td>Nominal Power</td><td>300 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>422 x 640 x 347 mm</td></tr><tr><td>Net Weight</td><td>21.5 kg</td></tr><tr><td>Mounting</td><td>VESA 100 x 100; 8 x M10 points; M10 safety point</td></tr><tr><td>Enclosure Material</td><td>Plywood, MDF, polyurethane wear-resistant paint</td></tr><tr><td>Protection</td><td>Steel grill, acoustically transparent backing</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/AIR-CX-series/AIR-CX-15-main-1000x1000.JPG","AIR-CX-15","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/AIR-CX-series/AIR-CX15-datasheet.pdf",""
"iq-8000","true","IQ-8000","Four-channel 2000W Class-D installation amplifier with DSP","<p>The MAG Audio IQ-8000 is a four-channel Class-D amplifier delivering 4 x 2000 W into 4 ohm in a compact 2U chassis. It supports 16 AES3 digital input channels alongside analog inputs and includes a built-in WebUI for matrix routing, room EQ, and automation. Designed for professional fixed installations requiring high power density and remote management.</p><ul><li><p>4 x 2000 W @ 4 ohm, 4 x 1000 W @ 8 ohm, 4 x 600 W @ 16 ohm</p></li><li><p>16 AES3 digital input channels with full matrix routing</p></li><li><p>Integrated WebUI for EQ, delay, grouping, and monitoring</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Amplifier Type</td><td>Class D high efficiency</td></tr><tr><td>Output Channels</td><td>4</td></tr><tr><td>Power @ 4 Ohm</td><td>4 x 2000 W</td></tr><tr><td>Power @ 8 Ohm</td><td>4 x 1000 W</td></tr><tr><td>Power @ 16 Ohm</td><td>4 x 600 W</td></tr><tr><td>Frequency Range</td><td>20 Hz - 20 kHz</td></tr><tr><td>THD</td><td>less than 0.5%</td></tr><tr><td>S/N Ratio (analog)</td><td>100 dB</td></tr><tr><td>Damping Factor @ 8 Ohm</td><td>greater than 500 @ 1 kHz</td></tr><tr><td>Input Impedance</td><td>10 kOhm unbal., 20 kOhm bal.</td></tr><tr><td>Rack Format</td><td>19 in 2U</td></tr><tr><td>Dimensions</td><td>486 x 87 x 505 mm</td></tr><tr><td>Weight</td><td>9.7 kg</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Electronics/IQ-8000-main-1000x1000.jpg","IQ-8000","mag-audio","audio","amplifier","https://mag-audio.com/image/catalog/Electronics/IQ-8000-datasheet.pdf",""
"pd-1x8","true","PD-1x8","2U single-amp power distributor with analog, AES3, network","<p>The MAG Audio PD-1x8 is a 19 in 2U power distributor that branches mains power and signal for a single high-power amplifier slot. It consolidates CEE 32A input, analog and AES/EBU signal links, EtherCon network, and 8x Speakon 4-pin plus 2x Speakon 8-pin loudspeaker outputs in a single panel. Designed for MAG Audio AmpRack and WAR fly-rack integrations using Neutrik and PCE connectors.</p><ul><li><p>CEE 32A 3P+N+E mains input with link-through</p></li><li><p>8x Speakon 4-pin and 2x Speakon 8-pin speaker outputs</p></li><li><p>4x analog XLR plus 2x AES/EBU XLR with link-through</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Function</td><td>Power Distributor</td></tr><tr><td>Rack Installation</td><td>19 in 2U</td></tr><tr><td>Dimensions (W x D x H)</td><td>483 x 88 x 492 mm</td></tr><tr><td>Net Weight</td><td>10.5 kg (23.2 lbs)</td></tr><tr><td>Power Input</td><td>AC 16A 230V</td></tr><tr><td>Analog Connections</td><td>4x XLR input; 4x XLR link</td></tr><tr><td>AES/EBU</td><td>2x XLR input; 2x XLR link</td></tr><tr><td>Ethernet</td><td>2x EtherCon</td></tr><tr><td>Speaker Outputs</td><td>8x Speakon 4-pin; 2x Speakon 8-pin</td></tr><tr><td>Main Connections</td><td>CEE 32 3P+N+E (32A) input/link</td></tr><tr><td>Power Output</td><td>1x Powersoft X-Series; 1x AUX Schuko</td></tr><tr><td>Connectors</td><td>Neutrik, PCE</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Accessories/Power_Distributor/mag-audio-PD-1x8-main-1600x1600-1000x1000.jpg","PD-1x8","mag-audio","audio","power-conditioner","https://mag-audio.com/image/catalog/Accessories/Power_Distributor/DataSheet_PD-1%D1%858.pdf",""
"pd-2t604","true","PD-2T604","2U dual-amplifier IEC C19 power distribution panel","<p>The MAG Audio PD-2T604 is a 19 in 2U power distributor for two amplifiers, terminating mains power on 2x IEC C19 outlets instead of dedicated amplifier connectors. It carries 4x analog XLR and 2x AES/EBU XLR with link-through plus 2x EtherCon network, and provides 8x Speakon 4-pin and 2x Speakon 8-pin speaker outputs. Built for touring AmpRacks and MN mounting racks using Neutrik and PCE connectors.</p><ul><li><p>2x IEC C19 amplifier mains outlets plus 1x AUX Schuko</p></li><li><p>CEE 32A 3P+N+E input with link-through</p></li><li><p>8x Speakon 4-pin and 2x Speakon 8-pin speaker outputs</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Rack Installation</td><td>19 in standard, 2U</td></tr><tr><td>Dimensions (W x D x H)</td><td>483 x 88 x 492 mm</td></tr><tr><td>Net Weight</td><td>10.5 kg (23.2 lbs)</td></tr><tr><td>Power Input</td><td>AC 16A 230V</td></tr><tr><td>Analog Inputs</td><td>4x XLR input; 4x XLR link</td></tr><tr><td>AES/EBU</td><td>2x XLR input; 2x XLR link</td></tr><tr><td>Ethernet</td><td>2x EtherCon</td></tr><tr><td>Speaker Outputs</td><td>8x Speakon 4-pin; 2x Speakon 8-pin</td></tr><tr><td>Main Connections</td><td>CEE 32 3P+N+E (32A) input/link</td></tr><tr><td>Power Outputs</td><td>2x C19; 1x AUX Schuko</td></tr><tr><td>Connectors</td><td>Neutrik, PCE</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Accessories/Power_Distributor/PD-2T604_main-1000x1000.jpg","PD-2T604","mag-audio","audio","power-conditioner","https://mag-audio.com/image/catalog/Accessories/Power_Distributor/DataSheet_PD-2T604.pdf",""
"pd-2x4","true","PD-2x4","2U dual-amp Powersoft X-Series power distributor","<p>The MAG Audio PD-2x4 is a 19 in 2U power distributor designed to feed two Powersoft X-Series amplifiers from a single CEE 32A mains feed. It carries 4x analog XLR and 2x AES/EBU XLR with link-through, 2x EtherCon for network, and 8x Speakon 4-pin plus 2x Speakon 8-pin speaker outputs. Built for AmpRack, MN, and WAR rack integrations using Neutrik and PCE connectors.</p><ul><li><p>2x Powersoft X-Series mains outlets plus 1x AUX Schuko</p></li><li><p>CEE 32A 3P+N+E input with link-through</p></li><li><p>8x Speakon 4-pin and 2x Speakon 8-pin speaker outputs</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Function</td><td>Power Distributor</td></tr><tr><td>Rack Installation</td><td>19 in standard, 2U</td></tr><tr><td>Dimensions</td><td>483 x 88 x 492 mm</td></tr><tr><td>Weight</td><td>10.5 kg (23.2 lbs)</td></tr><tr><td>Power Input</td><td>AC 16A 230V</td></tr><tr><td>Analog Connections</td><td>4x XLR input; 4x XLR link</td></tr><tr><td>AES/EBU</td><td>2x XLR input; 2x XLR link</td></tr><tr><td>Ethernet</td><td>2x EtherCon</td></tr><tr><td>Speaker Outputs</td><td>8x Speakon 4-pin; 2x Speakon 8-pin</td></tr><tr><td>Main Connections</td><td>CEE 32 3P+N+E (32A) input/link</td></tr><tr><td>Power Output</td><td>2x Powersoft X-Series; 1x AUX Schuko</td></tr><tr><td>Connectors</td><td>Neutrik, PCE</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Accessories/Power_Distributor/PD-2x4_main-1000x1000.jpg","PD-2x4","mag-audio","audio","power-conditioner","https://mag-audio.com/image/catalog/Accessories/Power_Distributor/DataSheet_PD-2%D1%854.pdf",""
"pd-2x8","true","PD-2x8","3U dual-amp high-density Powersoft X-Series power distributor","<p>The MAG Audio PD-2x8 is a 19 in 3U power distributor for two Powersoft X-Series amplifiers with doubled signal and speaker capacity. It provides 4x analog XLR, 2x AES/EBU XLR with link-through, 2x EtherCon network, and 16x Speakon 4-pin plus 4x Speakon 8-pin loudspeaker outputs. Sized for touring AmpRack, MN, and WAR fly-rack systems using Neutrik and PCE connectors.</p><ul><li><p>2x Powersoft X-Series mains outlets plus 1x AUX Schuko</p></li><li><p>16x Speakon 4-pin and 4x Speakon 8-pin speaker outputs</p></li><li><p>CEE 32A 3P+N+E input</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Function</td><td>Power Distributor</td></tr><tr><td>Rack Install</td><td>19 in 3U</td></tr><tr><td>Dimensions</td><td>483 x 133 x 480 mm</td></tr><tr><td>Net Weight</td><td>13.2 kg (29 lbs)</td></tr><tr><td>Power Input</td><td>AC 16A 230V</td></tr><tr><td>Main Connection</td><td>CEE 32 3P+N+E (32A) input</td></tr><tr><td>Analog Inputs</td><td>4x XLR input; 4x XLR link</td></tr><tr><td>AES/EBU</td><td>2x XLR input; 2x XLR link</td></tr><tr><td>Ethernet</td><td>2x EtherCon</td></tr><tr><td>Speaker Outputs</td><td>16x Speakon 4-pin; 4x Speakon 8-pin</td></tr><tr><td>Power Outputs</td><td>2x Powersoft X-Series; 1x AUX Schuko</td></tr><tr><td>Connectors</td><td>Neutrik, PCE</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Accessories/Power_Distributor/PD-2x8_main-1000x1000.jpg","PD-2x8","mag-audio","audio","power-conditioner","https://mag-audio.com/image/catalog/Accessories/Power_Distributor/DataSheet_PD-2%D1%858.pdf",""
"pd-3x4","true","PD-3x4","3U triple-amp Powersoft X-Series power distributor","<p>The MAG Audio PD-3x4 is a 19 in 3U power distributor that feeds three Powersoft X-Series amplifiers from a single CEE 32A mains feed. It supplies 4x analog XLR, 2x AES/EBU XLR with link-through, 2x EtherCon network, and 12x Speakon 4-pin plus 3x Speakon 8-pin speaker outputs. Built for MAG Audio AmpRack, MN, and WAR fly-rack assemblies using Neutrik and PCE connectors.</p><ul><li><p>3x Powersoft X-Series mains outlets plus 2x AUX Schuko</p></li><li><p>12x Speakon 4-pin and 3x Speakon 8-pin speaker outputs</p></li><li><p>CEE 32A 3P+N+E input with link-through</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Rack Mount</td><td>19 in 3U</td></tr><tr><td>Dimensions</td><td>483 x 133 x 492 mm</td></tr><tr><td>Weight</td><td>13.2 kg (29 lbs)</td></tr><tr><td>Power Input</td><td>AC 16A 230V</td></tr><tr><td>Analog Connections</td><td>4x XLR input; 4x XLR link</td></tr><tr><td>AES/EBU</td><td>2x XLR input; 2x XLR link</td></tr><tr><td>Ethernet</td><td>2x EtherCon</td></tr><tr><td>Speaker Outputs</td><td>12x Speakon 4-pin; 3x Speakon 8-pin</td></tr><tr><td>Main Power Connections</td><td>CEE 32 3P+N+E (32A) input/link</td></tr><tr><td>Amplifier Outputs</td><td>3x Powersoft X-Series; 2x AUX Schuko</td></tr><tr><td>Connectors</td><td>Neutrik, PCE</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Accessories/Power_Distributor/PD-3x4_main-1000x1000.jpg","PD-3x4","mag-audio","audio","power-conditioner","https://mag-audio.com/image/catalog/Accessories/Power_Distributor/DataSheet_PD-3%D1%854.pdf",""
"pd-4x4","true","PD-4x4","3U quad-amp Powersoft X-Series power distributor","<p>The MAG Audio PD-4x4 is a 19 in 3U power distributor designed to feed four Powersoft X-Series amplifiers from a single CEE 32A mains feed. It provides 4x analog XLR, 2x AES/EBU XLR with link-through, 2x EtherCon network, and 16x Speakon 4-pin plus 4x Speakon 8-pin speaker outputs. Built for MAG Audio AmpRack, MN, and WAR fly-rack assemblies using Neutrik and PCE connectors.</p><ul><li><p>4x Powersoft X-Series mains outlets plus 1x AUX Schuko</p></li><li><p>16x Speakon 4-pin and 4x Speakon 8-pin speaker outputs</p></li><li><p>CEE 32A 3P+N+E mains input</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Function</td><td>Power Distributor</td></tr><tr><td>Rack Format</td><td>19 in 3U</td></tr><tr><td>Dimensions</td><td>483 x 133 x 480 mm</td></tr><tr><td>Weight</td><td>13.2 kg (29 lbs)</td></tr><tr><td>Power Input</td><td>AC 16A 230V</td></tr><tr><td>Main Connection</td><td>CEE 32 3P+N+E (32A)</td></tr><tr><td>Analog Connections</td><td>4x XLR input; 4x XLR link</td></tr><tr><td>AES/EBU</td><td>2x XLR input; 2x XLR link</td></tr><tr><td>Ethernet</td><td>2x EtherCon</td></tr><tr><td>Speaker Outputs</td><td>16x Speakon 4-pin; 4x Speakon 8-pin</td></tr><tr><td>Power Outputs</td><td>4x Powersoft X-Series; 1x AUX Schuko</td></tr><tr><td>Connectors</td><td>Neutrik, PCE</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Accessories/Power_Distributor/PD-4x4_main-1000x1000.jpg","PD-4x4","mag-audio","audio","power-conditioner","https://mag-audio.com/image/catalog/Accessories/Power_Distributor/DataSheet_PD-4%D1%854.pdf",""
"bee-12","true","BEE-12","Passive portable 12-inch coaxial speaker","<p>BEE-12 is a passive universal FOH and stage monitoring speaker fitted with a low-distortion 12 in coaxial driver with a 3 in low-frequency voice coil and a 2.8 in HF voice coil. It connects via industry-standard Speakon for simple integration into any sound reinforcement setup.</p><ul><li><p>12 in coaxial driver, 96 dB sensitivity, 135 dB max SPL</p></li><li><p>80 x 80 degrees coverage, 500 W nominal power</p></li><li><p>M10 fly points, 35mm pole socket, M10 safety point</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Passive portable speaker</td></tr><tr><td>Frequency Response (-10dB)</td><td>60 - 18,000 Hz</td></tr><tr><td>Max SPL</td><td>135 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>96 dB</td></tr><tr><td>LF Driver</td><td>12 in coaxial 3 in VC</td></tr><tr><td>Coverage (H x V)</td><td>80 x 80 degrees</td></tr><tr><td>Impedance</td><td>8 Ohm</td></tr><tr><td>Nominal Power</td><td>500 W</td></tr><tr><td>Connectors</td><td>2 x Neutrik Speakon</td></tr><tr><td>Dimensions (W x H x D)</td><td>370 x 350 x 550 mm</td></tr><tr><td>Net Weight</td><td>19.7 kg</td></tr><tr><td>Mounting</td><td>4 x M10 flying points, 35mm pole socket, M10 safety point</td></tr><tr><td>Enclosure</td><td>Plywood with wear-resistant paint</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Bee-series/BEE-12_main-1000x1000.jpg","BEE-12","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/Bee-series/BEE-12_datasheet.pdf",""
"bee-15","true","BEE-15","Passive portable 15-inch coaxial speaker","<p>BEE-15 is a passive FOH and stage monitoring speaker featuring a 15 in coaxial driver with a 3 in voice coil. Connects via industry-standard Speakon for simple integration into sound reinforcement setups, with flytrack and pole mount options.</p><ul><li><p>15 in coaxial driver, 97 dB sensitivity, 136 dB max SPL</p></li><li><p>80 x 80 degrees coverage, 500 W nominal power</p></li><li><p>M10 fly points, 35mm pole socket, M10 safety point</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Passive portable speaker</td></tr><tr><td>Frequency Response (-10dB)</td><td>50 - 18,000 Hz</td></tr><tr><td>Max SPL</td><td>136 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>97 dB</td></tr><tr><td>LF Driver</td><td>15 in coaxial 3 in VC</td></tr><tr><td>Coverage (H x V)</td><td>80 x 80 degrees</td></tr><tr><td>Impedance</td><td>8 Ohm</td></tr><tr><td>Nominal Power</td><td>500 W</td></tr><tr><td>Connectors</td><td>2 x Neutrik Speakon</td></tr><tr><td>Dimensions (W x H x D)</td><td>440 x 390 x 680 mm</td></tr><tr><td>Net Weight</td><td>23.45 kg</td></tr><tr><td>Mounting</td><td>4 x M10 flying points, 35mm pole socket, M10 safety point</td></tr><tr><td>Enclosure</td><td>Plywood with wear-resistant paint</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Bee-series/BEE-15_main-1000x1000.jpg","BEE-15","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/Bee-series/BEE-15_datasheet.pdf",""
"cluster-q4-ip","true","Cluster Q4 IP","Weatherized installation line array module","<p>Cluster Q4 IP is an installation line array module based on 4x 6 in LF drivers and 2x 1 in HF drivers with 1.75 in voice coils, offering a 4 degree splay angle. Reliable enclosure and carefully designed components make the system a perfect option for fixed installations of different sizes. IP54-rated for outdoor installations.</p><ul><li><p>4x 6 in woofers + 2x 1 in HF on 1.75 in voice coils</p></li><li><p>138 dB max SPL, 4 degree splay, 80 degrees horizontal coverage</p></li><li><p>IP54 weatherized enclosure for outdoor use</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Installation line array module</td></tr><tr><td>Frequency Response</td><td>100 - 19,000 Hz</td></tr><tr><td>Max SPL</td><td>138 dB</td></tr><tr><td>Sensitivity</td><td>98 dB LF / 113 dB HF</td></tr><tr><td>LF Driver</td><td>4 x 6 in woofers</td></tr><tr><td>HF Driver</td><td>2 x 1 in, 1.75 in VC</td></tr><tr><td>Coverage</td><td>80 degrees horizontal, 4 degree splay</td></tr><tr><td>Nominal Power</td><td>520 W LF / 100 W HF</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>IP Rating</td><td>IP54</td></tr><tr><td>Dimensions (W x H x D)</td><td>480 x 372 x 298 mm</td></tr><tr><td>Net Weight</td><td>24 kg</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/Cluster/Cluster-Q4-IP_main-1000x1000.jpg","Cluster Q4 IP","mag-audio","audio","speaker,outdoor","https://mag-audio.com/image/catalog/Cluster/Cluster-Q4-IP_datasheet.pdf",""
"cue-li","true","CUE Li","In-wall installation column speaker (largest)","<p>CUE Li is the largest in-wall model in the CUE Series, engineered for concealed high-output applications. With six woofers, four passive radiators, and the same high-resolution 1 in tweeter as the surface-mounted CUE L, it delivers authoritative full-range performance behind fabric or false walls. Intended for large spaces where visual minimalism is non-negotiable.</p><ul><li><p>6 x 2 in woofers + 4 x passive radiators + 1 in tweeter</p></li><li><p>114.5 dB max SPL, 120 degrees horizontal coverage</p></li><li><p>Concealed in-wall installation, 12 Ohm</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>In-wall installation speaker</td></tr><tr><td>Frequency Response (-10dB)</td><td>150 - 25,000 Hz</td></tr><tr><td>Max SPL</td><td>114.5 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>92.8 dB</td></tr><tr><td>LF Driver</td><td>6 x 2 in woofer, 4 x passive radiator</td></tr><tr><td>HF Driver</td><td>1 in tweeter</td></tr><tr><td>Coverage</td><td>120 degrees horizontal</td></tr><tr><td>Impedance</td><td>12 Ohm</td></tr><tr><td>Nominal Power</td><td>150 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>61 x 45 x 900 mm</td></tr><tr><td>Net Weight</td><td>2.75 kg</td></tr><tr><td>Enclosure</td><td>Steel, wear-resistant paint</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/CUE-series/CUE-Li-main-1000x1000.JPG","CUE Li","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/CUE-series/CUE-Li-datasheet.pdf",""
"cue-mi","true","CUE Mi","In-wall installation column speaker (medium)","<p>CUE Mi is the in-wall counterpart to CUE M, providing increased output and coverage for hidden installations. Features a four-woofer setup, dual passive radiators, and the series-standard 1 in tweeter for consistent performance across mixed visible and concealed systems. Ideal for restaurants, galleries, and public interiors requiring clean architectural surfaces.</p><ul><li><p>4 x 2 in woofers + 2 x passive radiators + 1 in tweeter</p></li><li><p>111 dB max SPL, 120 degrees horizontal coverage</p></li><li><p>Concealed in-wall installation, 8 Ohm</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>In-wall installation speaker</td></tr><tr><td>Frequency Response (-10dB)</td><td>150 - 25,000 Hz</td></tr><tr><td>Max SPL</td><td>111 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>91 dB</td></tr><tr><td>LF Driver</td><td>4 x 2 in woofer, 2 x passive radiator</td></tr><tr><td>HF Driver</td><td>1 in tweeter</td></tr><tr><td>Coverage</td><td>120 degrees horizontal</td></tr><tr><td>Impedance</td><td>8 Ohm</td></tr><tr><td>Nominal Power</td><td>100 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>61 x 45 x 570 mm</td></tr><tr><td>Net Weight</td><td>2.05 kg</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/CUE-series/CUE-Mi-main-1000x1000.JPG","CUE Mi","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/CUE-series/CUE-Mi-datasheet.pdf",""
"cue-si","true","CUE Si","In-wall installation column speaker (compact)","<p>CUE Si is the in-wall version of CUE S, designed for fully concealed installations behind acoustically transparent surfaces. Utilizing the same dual 2 in woofers, passive radiators, and 1 in high-frequency driver as the surface-mounted model, CUE Si achieves identical tonal balance and clarity while maintaining a more discreet visual presence.</p><ul><li><p>2 x 2 in woofers + 2 x passive radiators + 1 in tweeter</p></li><li><p>105 dB max SPL, 120 degrees horizontal coverage</p></li><li><p>Concealed in-wall installation, 4 Ohm</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>In-wall installation speaker</td></tr><tr><td>Frequency Response (-10dB)</td><td>150 - 25,000 Hz</td></tr><tr><td>Max SPL</td><td>105 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>88 dB</td></tr><tr><td>LF Driver</td><td>2 x 2 in woofer, 2 x passive radiator</td></tr><tr><td>HF Driver</td><td>1 in tweeter</td></tr><tr><td>Coverage</td><td>120 degrees horizontal</td></tr><tr><td>Impedance</td><td>4 Ohm</td></tr><tr><td>Nominal Power</td><td>50 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>61 x 45 x 454 mm</td></tr><tr><td>Net Weight</td><td>1.44 kg</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/CUE-series/CUE-Si-main-1000x1000.JPG","CUE Si","mag-audio","audio","speaker","https://mag-audio.com/image/catalog/CUE-series/CUE-Si-datasheet.pdf",""
"cue-sub","true","CUE Sub","Ultra-slim passive on-wall subwoofer","<p>CUE Sub is an ultra-slim, on-wall subwoofer designed to extend low-frequency performance in architectural installations without occupying floor space. Featuring dual 8 in drivers firing directly into the wall, it delivers controlled, punchy bass while remaining physically safe and visually discreet. Supplied with an integrated mounting bracket.</p><ul><li><p>Dual 8 in drivers with 1.5 in voice coils</p></li><li><p>122 dB max SPL, 45-200 Hz response, 400 W</p></li><li><p>Ultra-slim on-wall enclosure with integrated bracket</p></li></ul>","<figure><table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Ultra-slim passive subwoofer</td></tr><tr><td>Frequency Response (-10dB)</td><td>45 - 200 Hz</td></tr><tr><td>Max SPL</td><td>122 dB</td></tr><tr><td>Sensitivity (1W/1m)</td><td>84 dB</td></tr><tr><td>LF Driver</td><td>2 x 8 in, 1.5 in VC</td></tr><tr><td>Impedance</td><td>8 Ohm</td></tr><tr><td>Nominal Power</td><td>400 W</td></tr><tr><td>Connectors</td><td>Phoenix</td></tr><tr><td>Dimensions (W x H x D)</td><td>512 x 98 x 347 mm</td></tr><tr><td>Net Weight</td><td>11 kg</td></tr><tr><td>Enclosure</td><td>Polycomp, wear-resistant paint</td></tr></tbody></table></figure>","https://mag-audio.com/image/cache/catalog/CUE-series/CUE-Sub-iso-rear-1000x1000.JPG","CUE Sub","mag-audio","audio","subwoofer","https://mag-audio.com/image/catalog/CUE-series/CUE-SUB-datasheet.pdf",""
