Slug,:draft,Title,Sub Title,Product Description,Technical Table,Brand,Product Categories,Product Tags,Specsheet
kr12m,false,KR12M,KR12M flush-mount architectural speaker for discreet wall or ceiling integration.,"<h3 dir=""auto"">KR12M flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR12M</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr12m/kr12m_datasheet.pdf
kr16m,false,KR16M,MARINE OUTDOOR SPEAKERS,"<h3>Description</h3><p>KR16M marine outdoor diffusers are designed to meet the needs of architects and installers. The speakers are plastic free, truly flush to the wall and extremely versatile. State-of-the-art components and fine materials ensure superior audio performance and durability.</p><iframe src=""https://www.youtube.com/embed/Uh5EneNK7JY?iv_load_policy=3&amp;rel=0&amp;modestbranding=1&amp;playsinline=1&amp;autoplay=0&amp;mute=1"" data-thumbnail=""Medium Quality"" frameborder=""0"" allow=""presentation; fullscreen; accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture""></iframe><p><br><br></p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR16M</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Acoustic panel</td></tr></tbody></table>,garvan-acoustics,"cinema,audio",acoustic-sound-panels,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr16m/kr16m_datasheet.pdf
kr207,false,KR207,KR207 flush-mount architectural speaker for discreet wall or ceiling integration.,"<h3 dir=""auto"">KR207 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR207</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr207/kr207_datasheet.pdf
kr208,false,KR208,KR208 flush-mount architectural speaker for discreet wall or ceiling integration.,"<h3 dir=""auto"">KR208 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR208</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr208/kr208_datasheet.pdf
kr213,false,KR213,KR213 flush-mount architectural speaker for discreet wall or ceiling integration.,"<h3 dir=""auto"">KR213 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR213</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr213/kr213_datasheet.pdf
kr22m,false,KR22M,KR22M flush-mount architectural speaker for discreet wall or ceiling integration.,"<h3 dir=""auto"">KR22M flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR22M</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr22m/kr22m_datasheet.pdf
kr2316,false,KR2316,KR2316 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KR2316 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR2316</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr2316/kr2316_datasheet.pdf
kr308,false,KR308,KR308 flush-mount architectural speaker for discreet wall or ceiling integration.,"<h3 dir=""auto"">KR308 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR308</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr308/kr308_datasheet.pdf
kr3112,false,KR3112,KR3112 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KR3112 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR3112</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3112/kr3112_datasheet.pdf
kr313,false,KR313,KR313 flush-mount architectural speaker for discreet wall or ceiling integration.,"<h3 dir=""auto"">KR313 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR313</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr313/kr313_datasheet.pdf
kr316,false,KR316,KR316 flush-mount architectural speaker for discreet wall or ceiling integration.,"<h3 dir=""auto"">KR316 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR316</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr316/kr316_datasheet.pdf
kr3213,false,KR3213,KR3213 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KR3213 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR3213</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3213/kr3213_datasheet.pdf
kr3308,false,KR3308,KR3308 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KR3308 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR3308</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3308/kr3308_datasheet.pdf
kr3313,false,KR3313,KR3313 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KR3313 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR3313</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3313/kr3313_datasheet.pdf
kr3316,false,KR3316,KR3316 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KR3316 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR3316</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr3316/kr3316_datasheet.pdf
kr413,false,KR413,KR413 flush-mount architectural speaker for discreet wall or ceiling integration.,"<h3 dir=""auto"">KR413 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR413</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr413/kr413_datasheet.pdf
kr508,false,KR508,KR508 flush-mount architectural speaker for discreet wall or ceiling integration.,"<h3 dir=""auto"">KR508 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR508</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr508/kr508_datasheet.pdf
kr513,false,KR513,KR513 flush-mount architectural speaker for discreet wall or ceiling integration.,"<h3 dir=""auto"">KR513 flush-mount speaker</h3><p dir=""auto"">A Garvan architectural loudspeaker for discreet wall or ceiling integration, designed to preserve the interior look while delivering clean, reliable sound.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Made for flush or recessed architectural installations</p></li><li data-preset-tag=""p""><p>Customisable magnetic aesthetic covers and finishes</p></li><li data-preset-tag=""p""><p>Suitable for residential, hospitality and home cinema systems</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KR513</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kr513/kr513_datasheet.pdf
kw108,false,KW108,KW108 on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW108 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW108</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw108/kw108_datasheet.pdf
kw109,false,KW109,KW109 on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW109 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW109</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw109/kw109_datasheet.pdf
kw110,false,KW110,KW110 on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW110 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW110</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw110/kw110_datasheet.pdf
kw112,false,KW112,KW112 on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW112 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW112</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw112/kw112_datasheet.pdf
kw12m,false,KW12M,OUTDOOR CEILING SPEAKERS,"<p dir=""auto"">The KW12M, outdoor ceiling speakers are designed to satisfy the needs of architects and installators. Thanks to the AISI 316 stainless steel structure, the loudspeakers are especially suitable to be installed in pools, saunas and on yachts. State-of-the-art components and high-quality materials, for a premium and lasting audio performance.</p><h3 dir=""auto"">Minimal design and endless customisation possibilities</h3><p dir=""auto"">Timeless design and steel structure accompanied by various and elegant finishes, colours and customisations solutions of both the cabinet and the grid or of the cloth covering the speaker.</p><img alt="""" src=""https://framerusercontent.com/images/BGH3goPILTiYzOqJIxUSf4EaRE.png""><h3 dir=""auto"">Premium listening experience</h3><p dir=""auto"">We approach every aspect of the designing and building with the aim of delivering a superior sound performance: light sound, natural, relaxing, and realistic acoustic scene.&nbsp; That’s why we only choose state-of-the-art electronic components. Our speakers are completely designed and manufactured in in Italy and are tested one by one.</p><img alt="""" src=""https://framerusercontent.com/images/PXscZTKhFnu17798akPSVl6jsw.png""><h3 dir=""auto"">Easy installation and superior versatility</h3><p dir=""auto"">Regardless of budget, size of the environment, type of mounting technology (wall, ceiling or on furniture or shelves), and listening experience and performances (stereo, multi-room, home theatre), [CORO] speakers represent the right solution for every need and are extremely easy to install.</p><img alt="""" src=""https://framerusercontent.com/images/652w75CMktvrOzT4Uv0ncaLABM.png"">",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW12M</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker (outdoor)</td></tr></tbody></table>,garvan-acoustics,audio,"speaker,outdoor",https://framerusercontent.com/assets/Al0oanyIcS8iwRpVeYy7H0Gs8oo.pdf
kw16m,false,KW16M,OUTDOOR SPEAKERS,"<p dir=""auto"">kW16M outdoor speakers are designed to meet the needs of architects and installers. Due to its AISI 316 stainless steel construction, the diffuser is suitable for installation in swimming pools, steam baths, saunas and yachts. State-of-the-art components and fine materials ensure superior audio performance and durability.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW16M</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Acoustic panel</td></tr></tbody></table>,garvan-acoustics,"cinema,audio",acoustic-sound-panels,https://framerusercontent.com/assets/SfS6Q7czf346IvO8TEHPhachc.pdf
kw208,false,KW208,KW208 on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW208 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW208</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw208/kw208_datasheet.pdf
kw213,false,KW213,KW213 on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW213 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW213</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw213/kw213_datasheet.pdf
kw22m,false,KW22M,KW22M on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW22M visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW22M</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw22m/kw22m_datasheet.pdf
kw2316,false,KW2316,KW2316 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KW2316 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW2316</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw2316/kw2316_datasheet.pdf
kw25m,false,KW25M,KW25M on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW25M visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW25M</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw25m/kw25m_datasheet.pdf
kw3112,false,KW3112,KW3112 custom-length Aria soundbar module for TV and cinema systems.,"<h3 dir=""auto"">KW3112 custom soundbar</h3><p dir=""auto"">A custom-length Aria soundbar module for high-end TV and cinema systems, available in wall-mounted or flush in-wall configurations depending on the model family.</p>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW3112</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw3112/kw3112_datasheet.pdf
kw313,false,KW313,KW313 on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW313 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW313</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw313/kw313_datasheet.pdf
kw316,false,KW316,KW316 on-wall/on-ceiling speaker for visible architectural audio installations.,"<h3 dir=""auto"">KW316 visible architectural speaker</h3><p dir=""auto"">A Garvan on-wall/on-ceiling loudspeaker for projects where sound must integrate with the room without major structural work.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Flat or compact design depending on model</p></li><li data-preset-tag=""p""><p>Wide finish and colour customisation options</p></li><li data-preset-tag=""p""><p>Designed for interior audio, multi-room and commercial spaces</p></li></ul>",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Model</td><td>KW316</td></tr><tr><td>Brand</td><td>Garvan Acoustics</td></tr><tr><td>Type</td><td>Loudspeaker</td></tr></tbody></table>,garvan-acoustics,audio,speaker,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/garvan-acoustics/kw316/kw316_datasheet.pdf
