Slug,:draft,Title,Sub Title,Product Description,Technical Table,Thumbnail,Thumbnail:alt,Brand,Product Categories,Product Tags,Specsheet
cs124d,true,CS124D,SMART AMP WITH DANTE | 4 CH | 120 WATTS PER CH,"<p>The LEA Professional CS124D is a 4-channel Dante CONNECT Series smart amplifier delivering 120 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (60W at 2&Omega;). It adds native Dante audio-over-IP networking on top of the CONNECT Series platform.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — are joined by native Dante for audio transport. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS124D straightforward to deploy and manage across compact, space-constrained racks.</p>","<table><tbody><tr><th>Channels</th><td>4</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>60W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>120W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>120W</td></tr><tr><th>Power per Channel (70V)</th><td>120W</td></tr><tr><th>Power per Channel (100V)</th><td>120W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced + Dante</td></tr><tr><th>Network</th><td>Wi-Fi AP, Wi-Fi, or FAST Ethernet + Dante</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>Half-rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/Half-Rack-Front.png,CS124D — LEA Professional 4-channel 120W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-dante-connect-series.pdf
cs352-adsp,false,CS352-ADSP,,"<p dir=""auto"">The LEA Professional CS352-ADSP is a 2-channel Network CONNECT Series smart amplifier delivering 350 watts per channel at 4Ω, 8Ω, 70V, and 100V (175W at 2Ω). The ""ADSP"" designation indicates the Advanced DSP variant, upgrading the platform to an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel for superior phase coherence and transparency — making it ideal for high-performance live, install, and hi-fi applications.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — combined with the LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow integrators to configure, monitor, and service the amplifier from anywhere in the world with no VPN required.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">2</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">175W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (70V / 100V)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Analog Inputs</p></th><td><p dir=""auto"">2 balanced, selectable 26 dB / 34 dB sensitivity</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST Ethernet (Cat5/Cat6)</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sharc 96kHz Advanced DSP; FIR (2,048 taps/channel @ 96 kHz) + IIR up to 48 dB/oct; 8-band parametric EQ/channel; up to 4 s delay/channel</p></td></tr><tr><th><p dir=""auto"">THD+N</p></th><td><p dir=""auto"">0.1% (20 Hz to 20 kHz)</p></td></tr><tr><th><p dir=""auto"">Signal-to-Noise</p></th><td><p dir=""auto"">105 dB</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">14.25"" × 19"" × 1U (362 × 482 mm)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">10 lbs / 4.5 kg</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/nRVeFQEtdPu57u9rKAk23kFggO8.png,Four connected rack-mount audio amplifiers.,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-352-adsp.pdf
cs352d-adsp,false,CS352D-ADSP,,"<p dir=""auto"">The LEA Professional CS352D-ADSP is the Dante-enabled Advanced DSP variant of the CS352D, a 2-channel smart amplifier delivering 350 watts per channel at 4Ω, 8Ω, 70V, and 100V (175W at 2Ω). The ADSP platform combines an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel and native Dante / AES67 audio networking for premium live, install, and broadcast systems.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — plus 8 × 8 Dante at 96/48 kHz (AES67 via Dante Controller) and external I/O make it easy to integrate into any AV-over-IP backbone. The LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow configuration and monitoring from anywhere in the world with no VPN required.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">2</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">175W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (70V / 100V)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Analog Inputs</p></th><td><p dir=""auto"">2 balanced, selectable 26 dB / 34 dB sensitivity</p></td></tr><tr><th><p dir=""auto"">Network Audio</p></th><td><p dir=""auto"">8 × 8 Dante at 96 kHz or 48 kHz; AES67 via Dante Controller</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST Ethernet (Cat5/Cat6)</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sharc 96kHz Advanced DSP; FIR (2,048 taps/channel @ 96 kHz) + IIR up to 48 dB/oct; 8-band parametric EQ/channel; up to 4 s delay/channel</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">14.25"" × 19"" × 1U (362 × 482 mm)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">10 lbs / 4.5 kg</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/nRVeFQEtdPu57u9rKAk23kFggO8.png,,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-352d-adsp.pdf
cs354-adsp,false,CS354-ADSP,,"<p dir=""auto"">The LEA Professional CS354-ADSP is a 4-channel Network CONNECT Series smart amplifier delivering 350 watts per channel at 4Ω, 8Ω, 70V, and 100V (175W at 2Ω). The ""ADSP"" designation indicates the Advanced DSP variant, upgrading the platform to an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel for superior phase coherence — ideal for high-performance live, install, and hi-fi systems.</p><p dir=""auto"">The amplifier offers three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet. Through the LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs, integrators can configure, monitor, and service the amplifier from anywhere in the world with no VPN required.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">4</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">175W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (70V / 100V)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Analog Inputs</p></th><td><p dir=""auto"">4 balanced, selectable 26 dB / 34 dB sensitivity</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST Ethernet (Cat5/Cat6)</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sharc 96kHz Advanced DSP; FIR (2,048 taps/channel @ 96 kHz) + IIR up to 48 dB/oct; 8-band parametric EQ/channel; up to 4 s delay/channel</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">17.88"" × 19"" × 2U (454 × 482 mm)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">14 lbs / 6.4 kg</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/nRVeFQEtdPu57u9rKAk23kFggO8.png,,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-354-adsp.pdf
cs354d-adsp,false,CS354D-ADSP,,"<p dir=""auto"">The LEA Professional CS354D-ADSP is the Dante-enabled Advanced DSP variant of the CS354D, a 4-channel smart amplifier delivering 350 watts per channel at 4Ω, 8Ω, 70V, and 100V (175W at 2Ω). The ADSP platform pairs an Analog Devices Sharc 96kHz processor — with linear-phase FIR crossover filters at up to 2,048 taps per channel — with native Dante and AES67 audio networking for premium live, install, and broadcast deployments.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — plus 8 × 8 Dante at 96/48 kHz and external I/O make it easy to integrate into any AV-over-IP backbone. The LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow remote configuration and monitoring from anywhere in the world without VPN.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">4</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">175W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (70V / 100V)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Analog Inputs</p></th><td><p dir=""auto"">4 balanced, selectable 26 dB / 34 dB sensitivity</p></td></tr><tr><th><p dir=""auto"">Network Audio</p></th><td><p dir=""auto"">8 × 8 Dante at 96 kHz or 48 kHz; AES67 via Dante Controller</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST Ethernet (Cat5/Cat6)</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sharc 96kHz Advanced DSP; FIR (2,048 taps/channel @ 96 kHz) + IIR up to 48 dB/oct; 8-band parametric EQ/channel; up to 4 s delay/channel</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">17.88"" × 19"" × 2U (454 × 482 mm)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">14 lbs / 6.4 kg</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/nRVeFQEtdPu57u9rKAk23kFggO8.png,,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-354d-adsp.pdf
cs702-adsp,false,CS702-ADSP,,"<p dir=""auto"">The LEA Professional CS702-ADSP is a 2-channel Network CONNECT Series smart amplifier delivering 700 watts per channel at 4Ω, 8Ω, 70V, and 100V (350W at 2Ω). The ""ADSP"" variant upgrades to an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel for outstanding phase accuracy — ideal for premium live, install, and hi-fi systems.</p><p dir=""auto"">The amplifier offers three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — with selectable HiZ/LoZ per channel. Through the LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs, integrators can configure, monitor, and service the amplifier from anywhere in the world with no VPN required.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">2</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (70V / 100V)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Analog Inputs</p></th><td><p dir=""auto"">2 balanced, selectable 26 dB / 34 dB sensitivity</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST Ethernet (Cat5/Cat6)</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sharc 96kHz Advanced DSP; FIR (2,048 taps/channel @ 96 kHz) + IIR up to 48 dB/oct; 8-band parametric EQ/channel; up to 4 s delay/channel</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">14.25"" × 19"" × 1U (362 × 482 mm)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">10 lbs / 4.5 kg</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/nRVeFQEtdPu57u9rKAk23kFggO8.png,,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-702-adsp.pdf
cs702d-adsp,false,CS702D-ADSP,,"<p dir=""auto"">The LEA Professional CS702D-ADSP is the Dante-enabled Advanced DSP variant of the CS702D, a 2-channel smart amplifier delivering 700 watts per channel at 4Ω, 8Ω, 70V, and 100V (350W at 2Ω). The ADSP platform combines an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel and native Dante / AES67 audio networking for premium live and install applications.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — plus 8 × 8 Dante at 96/48 kHz and external I/O make it easy to integrate into any AV-over-IP backbone. The LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow remote configuration and monitoring from anywhere in the world with no VPN required.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">2</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (70V / 100V)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Analog Inputs</p></th><td><p dir=""auto"">2 balanced, selectable 26 dB / 34 dB sensitivity</p></td></tr><tr><th><p dir=""auto"">Network Audio</p></th><td><p dir=""auto"">8 × 8 Dante at 96 kHz or 48 kHz; AES67 via Dante Controller</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST Ethernet (Cat5/Cat6)</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sharc 96kHz Advanced DSP; FIR (2,048 taps/channel @ 96 kHz) + IIR up to 48 dB/oct; 8-band parametric EQ/channel; up to 4 s delay/channel</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">14.25"" × 19"" × 1U (362 × 482 mm)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">10 lbs / 4.5 kg</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/nRVeFQEtdPu57u9rKAk23kFggO8.png,,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-702d-adsp.pdf
cs704-adsp,false,CS704-ADSP,,"<p dir=""auto"">The LEA Professional CS704-ADSP is a 4-channel Network CONNECT Series smart amplifier delivering 700 watts per channel at 4Ω, 8Ω, 70V, and 100V (350W at 2Ω). The ""ADSP"" designation upgrades the platform to an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel for superior phase coherence — ideal for high-performance live, install, and hi-fi applications.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — combined with the LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow remote configuration and monitoring from anywhere in the world with no VPN required.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">4</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (70V / 100V)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Analog Inputs</p></th><td><p dir=""auto"">4 balanced, selectable 26 dB / 34 dB sensitivity</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST Ethernet (Cat5/Cat6)</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sharc 96kHz Advanced DSP; FIR (2,048 taps/channel @ 96 kHz) + IIR up to 48 dB/oct; 8-band parametric EQ/channel; up to 4 s delay/channel</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">17.88"" × 19"" × 2U (454 × 482 mm)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">14 lbs / 6.4 kg</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/nRVeFQEtdPu57u9rKAk23kFggO8.png,,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-704-adsp.pdf
cs704d-adsp,false,CS704D-ADSP,,"<p dir=""auto"">The LEA Professional CS704D-ADSP is the Dante-enabled Advanced DSP variant of the CS704D, a 4-channel smart amplifier delivering 700 watts per channel at 4Ω, 8Ω, 70V, and 100V (350W at 2Ω). The ADSP platform combines an Analog Devices Sharc 96kHz processor with linear-phase FIR crossover filters at up to 2,048 taps per channel and native Dante / AES67 audio networking for premium live, install, and broadcast systems.</p><p dir=""auto"">Three ways to connect — built-in Wi-Fi access point, existing Wi-Fi, or FAST Ethernet — plus 8 × 8 Dante at 96/48 kHz and external I/O make it easy to integrate into any AV-over-IP backbone. The LEA CONNECT cloud platform, browser-based WebUI, and third-party APIs allow remote configuration and monitoring from anywhere in the world without VPN.</p>","<figure><table><tbody><tr><th><p dir=""auto"">Channels</p></th><td><p dir=""auto"">4</p></td></tr><tr><th><p dir=""auto"">Power per Channel (2Ω)</p></th><td><p dir=""auto"">350W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (4Ω)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (8Ω)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Power per Channel (70V / 100V)</p></th><td><p dir=""auto"">700W</p></td></tr><tr><th><p dir=""auto"">Analog Inputs</p></th><td><p dir=""auto"">4 balanced, selectable 26 dB / 34 dB sensitivity</p></td></tr><tr><th><p dir=""auto"">Network Audio</p></th><td><p dir=""auto"">8 × 8 Dante at 96 kHz or 48 kHz; AES67 via Dante Controller</p></td></tr><tr><th><p dir=""auto"">Network</p></th><td><p dir=""auto"">Built-in Wi-Fi AP, existing Wi-Fi, or FAST Ethernet (Cat5/Cat6)</p></td></tr><tr><th><p dir=""auto"">DSP</p></th><td><p dir=""auto"">Analog Devices Sharc 96kHz Advanced DSP; FIR (2,048 taps/channel @ 96 kHz) + IIR up to 48 dB/oct; 8-band parametric EQ/channel; up to 4 s delay/channel</p></td></tr><tr><th><p dir=""auto"">Control</p></th><td><p dir=""auto"">LEA CONNECT Cloud, Web Browser UI, 3rd-party API</p></td></tr><tr><th><p dir=""auto"">Dimensions</p></th><td><p dir=""auto"">17.88"" × 19"" × 2U (454 × 482 mm)</p></td></tr><tr><th><p dir=""auto"">Weight</p></th><td><p dir=""auto"">14 lbs / 6.4 kg</p></td></tr></tbody></table></figure>",https://framerusercontent.com/images/nRVeFQEtdPu57u9rKAk23kFggO8.png,,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/spec-sheet-704d-adsp.pdf
cs354-g,true,CS354-G,SMART AMP | 4 CHANNELS | 350 WATTS PER CHANNEL,"<p>The LEA Professional CS354-G is a 4-channel Government-model CONNECT Series smart amplifier delivering 350 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (175W at 2&Omega;). As part of the CONNECT Series “G” (Government) line, all wireless capabilities are removed — connections are made strictly over wired LAN — for secure and government installations.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Connectivity is wired-only via FAST Ethernet/LAN, with no onboard wireless. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS354-G straightforward to deploy and manage across zoned commercial audio.</p>","<table><tbody><tr><th>Channels</th><td>4</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>175W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>350W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>350W</td></tr><tr><th>Power per Channel (70V)</th><td>350W</td></tr><tr><th>Power per Channel (100V)</th><td>350W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced</td></tr><tr><th>Network</th><td>FAST Ethernet (wired LAN only)</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>1U rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS354_Connect_Series_LEA_Professional_Front_NOSHADOW.png,CS354-G — LEA Professional 4-channel 350W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/354-g-spec-sheet.pdf
cs354d-g,true,CS354D-G,SMART AMP WITH DANTE | 4 CH | 350 WATTS PER CH,"<p>The LEA Professional CS354D-G is a 4-channel Dante-enabled Government-model CONNECT Series smart amplifier delivering 350 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (175W at 2&Omega;). As part of the CONNECT Series “G” (Government) line, all wireless capabilities are removed — connections are made strictly over wired LAN — for secure and government installations.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Connectivity is wired-only via FAST Ethernet/LAN, with no onboard wireless. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS354D-G straightforward to deploy and manage across zoned commercial audio.</p>","<table><tbody><tr><th>Channels</th><td>4</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>175W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>350W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>350W</td></tr><tr><th>Power per Channel (70V)</th><td>350W</td></tr><tr><th>Power per Channel (100V)</th><td>350W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced + Dante</td></tr><tr><th>Network</th><td>FAST Ethernet (wired LAN only)</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>1U rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS354D_Connect_Series_LEA_Professional_Front_NOSHADOW.png,CS354D-G — LEA Professional 4-channel 350W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/354d-g-spec-sheet.pdf
cs702-g,true,CS702-G,SMART AMP | 2 CHANNELS | 700 WATTS PER CHANNEL,"<p>The LEA Professional CS702-G is a 2-channel Government-model CONNECT Series smart amplifier delivering 700 watts per channel at 4&Omega;, 8&Omega;, 70V, and 100V (350W at 2&Omega;). As part of the CONNECT Series “G” (Government) line, all wireless capabilities are removed — connections are made strictly over wired LAN — for secure and government installations.</p><p>Every channel has onboard DSP with input/output processing, parametric EQ, high- and low-pass crossovers, limiting, and delay. Connectivity is wired-only via FAST Ethernet/LAN, with no onboard wireless. Power-over-network control, cloud monitoring through the LEA platform, and selectable 70V/100V/low-impedance operation per channel make CS702-G straightforward to deploy and manage across zoned commercial audio.</p>","<table><tbody><tr><th>Channels</th><td>2</td></tr><tr><th>Power per Channel (2&Omega;)</th><td>350W</td></tr><tr><th>Power per Channel (4&Omega;)</th><td>700W</td></tr><tr><th>Power per Channel (8&Omega;)</th><td>700W</td></tr><tr><th>Power per Channel (70V)</th><td>700W</td></tr><tr><th>Power per Channel (100V)</th><td>700W</td></tr><tr><th>Audio Inputs</th><td>Analog balanced</td></tr><tr><th>Network</th><td>FAST Ethernet (wired LAN only)</td></tr><tr><th>DSP</th><td>Onboard DSP — EQ, crossovers, limiting, delay per channel</td></tr><tr><th>Output Modes</th><td>Low-Z, 70V, 100V selectable per channel</td></tr><tr><th>Cloud</th><td>LEA cloud monitoring & control</td></tr><tr><th>Chassis</th><td>1U rack</td></tr></tbody></table>",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_renders/CS702_Connect_Series_LEA_Professional_Front_NOSHADOW.png,CS702-G — LEA Professional 2-channel 700W smart amplifier,lea,audio,amplifier,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/lea/_datasheets/702-g-spec-sheet.pdf
