Slug,:draft,Title,Sub Title,Product Description,Technical Table,Brand,Product Categories,Product Tags,Specsheet
ft600vkk,true,FT600VKK Kit (with keypad),"Plug & play video kit: 1-button + keypad intercom + 7"" monitor + PoE","The FT600VKK is a plug & play doorphone entry video kit with a 1-button intercom plus integrated keypad and camera, both flush- and surface-mountable (216x116mm), bundled with a 7"" Wi-Fi monitor, 4 app licences and a PoE switch. The outpost is black-anodized aluminium finished with real glass, offering a classy yet budget-friendly solution.","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Buttons</td><td>1</td></tr><tr><td>Camera</td><td>Yes</td></tr><tr><td>Keypad</td><td>Yes</td></tr><tr><td>Monitor</td><td>7"" Wi-Fi</td></tr><tr><td>App licences</td><td>4</td></tr><tr><td>Network</td><td>PoE switch included</td></tr><tr><td>Outpost size</td><td>216x116mm, flush/surface mount</td></tr></tbody></table>",fasttel,audio,"door-phone,outdoor,install-kit",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600vkk/ft600vkk_datasheet.pdf
ft600w,true,FT600W,"7"" Wi-Fi indoor monitor / control panel for Fasttel intercoms","The FT600W is an indoor control panel with Wi-Fi for Fasttel intercom systems, featuring a bright 7"" touchscreen at 800x480p. It can be powered via a 12V adapter or by PoE over the network cable, and includes a built-in microphone and speaker.","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Display</td><td>7"" touchscreen, 800x480p</td></tr><tr><td>Audio</td><td>Built-in microphone and speaker</td></tr><tr><td>Network</td><td>2x 100Mbps LAN with PoE</td></tr><tr><td>Wireless</td><td>Wi-Fi 802.11n</td></tr><tr><td>Relay</td><td>1x relay out (NO/COM/NC)</td></tr><tr><td>I/O</td><td>1x RS485, 8x alarm in, 1x call in</td></tr><tr><td>Power</td><td>12V adapter or PoE</td></tr></tbody></table>",fasttel,audio,touch-panel,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft600w/ft600w_datasheet.pdf
ft600,true,FT600,"Entry intercom, 2 SIP accounts, 1 push button, no camera","The FT600 is an intercom with 2 SIP accounts, black anodized, and has 1 push button. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series of outdoor stations.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>1</td></tr><tr><td>Camera</td><td>No</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Finish</td><td>Black anodized</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600m,true,FT600-M,"Entry intercom, medium plate, 1 push button, no camera","The FT600-M is an intercom with 2 SIP accounts, black anodized, and has 1 push button. It uses the medium 263x154mm front plate. Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>1</td></tr><tr><td>Camera</td><td>No</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Plate size</td><td>263x154mm (medium)</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600l,true,FT600-L,"Entry intercom, large plate, 1 push button, no camera","The FT600-L is an intercom with 2 SIP accounts, black anodized, and has 1 push button. It uses the large 349x154mm front plate. Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>1</td></tr><tr><td>Camera</td><td>No</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Plate size</td><td>349x154mm (large)</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft6002,true,FT600-2,"Entry intercom, 2 push buttons, no camera","The FT600-2 is an intercom with 2 SIP accounts, black anodized, and has 2 push buttons. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>2</td></tr><tr><td>Camera</td><td>No</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft6003,true,FT600-3,"Entry intercom, 3 push buttons, no camera","The FT600-3 is an intercom with 2 SIP accounts, black anodized, and has 3 push buttons. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>3</td></tr><tr><td>Camera</td><td>No</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft6004,true,FT600-4,"Entry intercom, 4 push buttons, no camera","The FT600-4 is an intercom with 2 SIP accounts, black anodized, and has 4 push buttons. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>4</td></tr><tr><td>Camera</td><td>No</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft6005,true,FT600-5,"Entry intercom, 5 push buttons, no camera","The FT600-5 is an intercom with 2 SIP accounts, black anodized, with 5 push buttons. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>5</td></tr><tr><td>Camera</td><td>No</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600k,true,FT600K,"Entry intercom, 1 button + keypad, no camera","The FT600K is an intercom with 2 SIP accounts, black anodized, and has 1 push button plus a keypad. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>1</td></tr><tr><td>Camera</td><td>No</td></tr><tr><td>Keypad</td><td>Yes</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600kl,true,FT600K-L,"Entry intercom, large plate, 1 button + keypad, no camera","The FT600K-L is an intercom with 2 SIP accounts, black anodized, and has 1 push button plus a keypad, on the large 349x154mm front plate. Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>1</td></tr><tr><td>Camera</td><td>No</td></tr><tr><td>Keypad</td><td>Yes</td></tr><tr><td>Plate size</td><td>349x154mm (large)</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600vc,true,FT600VC,"Entry videophone, 1 button + color camera","The FT600VC is a videophone with 2 SIP accounts, black anodized, and has 1 push button and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>1</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600vcm,true,FT600VC-M,"Entry videophone, medium plate, 1 button + color camera","The FT600VC-M is a videophone with 2 SIP accounts, black anodized, with 1 push button and color camera, on the medium 263x154mm front plate. Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>1</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Plate size</td><td>263x154mm (medium)</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600vcl,true,FT600VC-L,"Entry videophone, large plate, 1 button + color camera","The FT600VC-L is a videophone with 2 SIP accounts, black anodized, with 1 push button and color camera, on the large 349x154mm front plate. Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>1</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Plate size</td><td>349x154mm (large)</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600vc2,true,FT600VC-2,"Entry videophone, 2 buttons + color camera","The FT600VC-2 is a videophone with 2 SIP accounts, black anodized, and has 2 push buttons and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>2</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600vc3,true,FT600VC-3,"Entry videophone, 3 buttons + color camera","The FT600VC-3 is a videophone with 2 SIP accounts, black anodized, and has 3 push buttons and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>3</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600vc4,true,FT600VC-4,"Entry videophone, 4 buttons + color camera","The FT600VC-4 is a videophone with 2 SIP accounts, black anodized, and has 4 push buttons and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>4</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600vc5,true,FT600VC-5,"Entry videophone, 5 buttons + color camera","The FT600VC-5 is a videophone with 2 SIP accounts, black anodized, and has 5 push buttons and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>5</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600kvc,true,FT600KVC,"Entry videophone, 1 button + keypad + color camera","The FT600KVC is a videophone with 2 SIP accounts, black anodized, and has 1 push button, a keypad and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>1</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>Yes</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600kvcl,true,FT600KVC-L,"Entry videophone, large plate, 1 button + keypad + camera","The FT600KVC-L is a videophone with 2 SIP accounts, black anodized, with 1 push button, keypad and color camera, on the large 349x154mm front plate. Part of the FT600 Entry series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>1</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>Yes</td></tr><tr><td>Plate size</td><td>349x154mm (large)</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600vc22w,true,FT600VC-2-2W,"2-wire entry videophone, 2 buttons + color camera","The FT600VC-2-2W is a 2-wire videophone with 2 SIP accounts, black anodized, and has 2 push buttons and a color camera. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). Part of the FT600 Entry series (2-wire variant).",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>SIP accounts</td><td>2</td></tr><tr><td>Push buttons</td><td>2</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Wiring</td><td>2-wire</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft600ana,true,FT600ANA,"Analogue entry intercom, 1 button, black aluminium",The FT600ANA is an analogue intercom with 1 button in a black aluminium front plate. The supplied housing allows the device to be placed both on- and flush-mounted (216x116mm). It is the analogue variant of the FT600 Entry outdoor station.,<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Analogue</td></tr><tr><td>Push buttons</td><td>1</td></tr><tr><td>Finish</td><td>Black aluminium</td></tr><tr><td>Housing</td><td>On-/flush-mount 216x116mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/_shared/ft600_family_datasheet.pdf
ft800vc,true,FT800VC,"Wizard Prestige videophone, color camera, black aluminium",The FT800VC is a Wizard Prestige outdoor video station with a color camera in a black aluminium front plate (280x124mm). Part of Fasttel's Prestige series of high-end IP door stations.,<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Finish</td><td>Black aluminium</td></tr><tr><td>Plate size</td><td>280x124mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft800vc/ft800vc_datasheet.pdf
ft800vcl,true,FT800VC-L,"Wizard Prestige videophone, color camera, large plate","The FT800VC-L is a Wizard Prestige outdoor video station with a color camera in a black aluminium front plate, on the large 349x154mm plate. Part of Fasttel's Prestige series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Finish</td><td>Black aluminium</td></tr><tr><td>Plate size</td><td>349x154mm (large)</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",
ft800kvc,true,FT800KVC,"Wizard Prestige videophone, color camera + keypad, black alu",The FT800KVC is a Wizard Prestige outdoor video station with a color camera and integrated keypad in a black aluminium front plate (280x124mm). Part of Fasttel's Prestige series of high-end IP door stations.,<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>Yes</td></tr><tr><td>Finish</td><td>Black aluminium</td></tr><tr><td>Plate size</td><td>280x124mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft800kvc/ft800kvc_datasheet.pdf
ft800kvcl,true,FT800KVC-L,"Wizard Prestige videophone, color camera + keypad, large plate","The FT800KVC-L is a Wizard Prestige outdoor video station with a color camera and integrated keypad in a black aluminium front plate, on the large 349x154mm plate. Part of Fasttel's Prestige series.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>Yes</td></tr><tr><td>Finish</td><td>Black aluminium</td></tr><tr><td>Plate size</td><td>349x154mm (large)</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",
ftbg800kvc,true,FTBG800KVC,"Wizard Prestige, color camera + keypad, bronze gold",The FTBG800KVC is a Wizard Prestige outdoor video station with color camera and keypad in a bronze-gold front plate (280x124mm). Part of Fasttel's Prestige series of high-end IP door stations.,<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>Yes</td></tr><tr><td>Finish</td><td>Bronze gold</td></tr><tr><td>Plate size</td><td>280x124mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor,faceplates",
ftbg800vc,true,FTBG800VC,"Wizard Prestige, color camera, bronze gold",The FTBG800VC is a Wizard Prestige outdoor video station with color camera in a bronze-gold front plate (280x124mm). Part of Fasttel's Prestige series.,<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Finish</td><td>Bronze gold</td></tr><tr><td>Plate size</td><td>280x124mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor,faceplates",
ftbm800kvc,true,FTBM800KVC,"Wizard Prestige, color camera + keypad, bronze fusil",The FTBM800KVC is a Wizard Prestige outdoor video station with color camera and keypad in a bronze-fusil front plate (280x124mm). Part of Fasttel's Prestige series.,<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>Yes</td></tr><tr><td>Finish</td><td>Bronze fusil</td></tr><tr><td>Plate size</td><td>280x124mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor,faceplates",
ftbm800vc,true,FTBM800VC,"Wizard Prestige, color camera, bronze fusil",The FTBM800VC is a Wizard Prestige outdoor video station with color camera in a bronze-fusil front plate (280x124mm). Part of Fasttel's Prestige series.,<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Finish</td><td>Bronze fusil</td></tr><tr><td>Plate size</td><td>280x124mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor,faceplates",
ftbr800kvc,true,FTBR800KVC,"Wizard Prestige, color camera + keypad, bronze rustic",The FTBR800KVC is a Wizard Prestige outdoor video station with color camera and keypad in a bronze-rustic front plate (280x124mm). Part of Fasttel's Prestige series.,<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>Yes</td></tr><tr><td>Finish</td><td>Bronze rustic</td></tr><tr><td>Plate size</td><td>280x124mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor,faceplates",
ftbr800vc,true,FTBR800VC,"Wizard Prestige, color camera, bronze rustic",The FTBR800VC is a Wizard Prestige outdoor video station with color camera in a bronze-rustic front plate (280x124mm). Part of Fasttel's Prestige series.,<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Finish</td><td>Bronze rustic</td></tr><tr><td>Plate size</td><td>280x124mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor,faceplates",
ftg800kvc,true,FTG800KVC,"Wizard Prestige, color camera + keypad, grey aluminium",The FTG800KVC is a Wizard Prestige outdoor video station with color camera and keypad in a grey aluminium front plate (280x124mm). Part of Fasttel's Prestige series.,<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>Yes</td></tr><tr><td>Finish</td><td>Grey aluminium</td></tr><tr><td>Plate size</td><td>280x124mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",
ftg800vc,true,FTG800VC,"Wizard Prestige, color camera, grey aluminium",The FTG800VC is a Wizard Prestige outdoor video station with color camera in a grey aluminium front plate (280x124mm). Part of Fasttel's Prestige series.,<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Series</td><td>Wizard Prestige</td></tr><tr><td>Camera</td><td>Color</td></tr><tr><td>Keypad</td><td>No</td></tr><tr><td>Finish</td><td>Grey aluminium</td></tr><tr><td>Plate size</td><td>280x124mm</td></tr></tbody></table>,fasttel,audio,"door-phone,outdoor",
ft9000,true,FT9000,Door controller for 4 doors with web/cloud access,"The FT9000 is a door access controller for up to 4 doors with web and cloud access. It is housed in a robust steel enclosure with status LEDs and is compatible with Wiegand card readers, QR-code readers and keypads. It provides alarm outputs (power outage, low battery, tampering, fire) for integration with alarm systems and is managed via Fasttel's cloud platform and smartphone app.","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Doors</td><td>4</td></tr><tr><td>Access</td><td>Web / cloud</td></tr><tr><td>Housing</td><td>Steel with status LEDs</td></tr><tr><td>Readers</td><td>Wiegand, QR-code, keypad</td></tr><tr><td>Alarm outputs</td><td>Power outage, low battery, tamper, fire</td></tr></tbody></table>",fasttel,audio,install-kit,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft9000/ft9000_datasheet.pdf
ft23k,true,FT23K,"Stand-alone access keypad, 2 relays + Wiegand","The FT23K is a stand-alone access keypad with 2 relays and Wiegand output, available in surface- or flush-mounted versions and in various aluminium and bronze finishes. It is used for code-based door access and integrates with Wiegand controllers.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Stand-alone access keypad</td></tr><tr><td>Relays</td><td>2</td></tr><tr><td>Output</td><td>Wiegand</td></tr><tr><td>Mounting</td><td>Surface or flush</td></tr><tr><td>Size (surface)</td><td>51x136x25mm</td></tr></tbody></table>,fasttel,audio,"faceplates,install-kit",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft23k/ft23k_datasheet.pdf
ft24k,true,FT24K,Stand-alone access keypad (via FT25KINT) and Wiegand,"The FT24K is a stand-alone access keypad that operates via the FT25KINT interface and Wiegand output, in a 143x143mm front plate available in grey aluminium and bronze finishes (gold, fusil, rustic) or a custom RAL colour. It is used for code-based door access.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Stand-alone access keypad</td></tr><tr><td>Interface</td><td>FT25KINT</td></tr><tr><td>Output</td><td>Wiegand</td></tr><tr><td>Plate size</td><td>143x143mm</td></tr></tbody></table>,fasttel,audio,"faceplates,install-kit",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft24k/ft24k_datasheet.pdf
ft25k,true,FT25K,"Access keypad in glass, stand-alone (via FT25KINT) and Wiegand","The FT25K is a stand-alone access keypad set in glass, operating via the FT25KINT interface and Wiegand output, in a 150x150mm format. This variant has a grey glass front (a black version, FTB25K, is also available). It is used for code-based door access.",<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Access keypad in glass</td></tr><tr><td>Interface</td><td>FT25KINT</td></tr><tr><td>Output</td><td>Wiegand</td></tr><tr><td>Finish</td><td>Grey glass</td></tr><tr><td>Plate size</td><td>150x150mm</td></tr></tbody></table>,fasttel,audio,"faceplates,install-kit",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft25k/ft25k_datasheet.pdf
ft26k,true,FT26K,"Keypad / badge reader with Bluetooth, NFC, Wiegand and cloud","The FT26K is a combined keypad and badge reader with Bluetooth and NFC support, one relay, Wiegand output and cloud connectivity, in a black aluminium housing (50x140x28mm). It supports access via code, badge or smartphone and is managed through Fasttel's cloud platform.","<table><tbody><tr><th>Specification</th><th>Value</th></tr><tr><td>Type</td><td>Keypad / badge reader</td></tr><tr><td>Wireless</td><td>Bluetooth, NFC</td></tr><tr><td>Relays</td><td>1</td></tr><tr><td>Output</td><td>Wiegand + Cloud</td></tr><tr><td>Finish</td><td>Black aluminium</td></tr><tr><td>Size</td><td>50x140x28mm</td></tr></tbody></table>",fasttel,audio,"faceplates,install-kit",https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/Assets/fasttel/ft26k/ft26k_datasheet.pdf
