Slug,:draft,Title,Sub Title,Product Description,Technical Table,Thumbnail,Thumbnail:alt,Brand,Product Categories,Product Tags,Specsheet,Gallery
banana-plugs,true,BANANA PLUGS,Speaker cable banana plugs,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Accessories/Banana%20Plugs/banana%20plugs_1_hi-res.png,BANANA PLUGS,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Accessories/Banana%20Plugs/banana%20plugs_1_hi-res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Accessories/Banana%20Plugs/banana%20plugs_3_hi-res.png"
seismix-transmitter,true,SEISMIX TRANSMITTER,Wireless subwoofer transmitter,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Accessories/Seismix%20Transmitter/Wireless_Transmitter_Front_Hi-Res.png,SEISMIX TRANSMITTER,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Accessories/Seismix%20Transmitter/Wireless_Transmitter_Angle1_Hi-Res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Accessories/Seismix%20Transmitter/Wireless_Transmitter_Angle2_Hi-Res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Accessories/Seismix%20Transmitter/Wireless_Transmitter_Back_Hi-Res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Accessories/Seismix%20Transmitter/Wireless_Transmitter_Front_Hi-Res.png"
acoustix-mk2,true,ACOUSTIX MK2,Bookshelf speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Bookshelf/Acoustix%20Mk2/Acoustix_mk2_Black-woodgrain_hi_res.png,ACOUSTIX MK2,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Bookshelf/Acoustix%20Mk2/Acoustix_mk2_Black-woodgrain_hi_res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Bookshelf/Acoustix%20Mk2/acoustix_mk2_atlantic_jarrah_hi-res.png"
equinox-mk5,true,EQUINOX MK5,Bookshelf speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Bookshelf/Equinox%20Mk5/Equinox%20Front%20900x900.png,EQUINOX MK5,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Bookshelf/Equinox%20Mk5/Equinox%20Angle%20900x900.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Bookshelf/Equinox%20Mk5/Equinox%20Front%20900x900.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Bookshelf/Equinox%20Mk5/Equinox%20Front%20Grille%20900x900.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Bookshelf/Equinox%20Mk5/equinox_mk3_black_vinyl_hi-res.png"
graphix-mk2,true,GRAPHIX MK2,Centre channel speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Centre%20Channel/Graphix%20Mk2/graphix_mk2_black_vinyl_grille_hi-res.png,GRAPHIX MK2,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Centre%20Channel/Graphix%20Mk2/graphix_mk2_black_vinyl_grille_hi-res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Centre%20Channel/Graphix%20Mk2/graphix_mk2_black_vinyl_hi-res.png"
sonix-mk3,true,SONIX MK3,Centre channel speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Centre%20Channel/Sonix%20Mk3/sonix_mk3__black_vinyl_grille_hi-res.png,SONIX MK3,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Centre%20Channel/Sonix%20Mk3/sonix_mk3__black_vinyl_grille_hi-res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Centre%20Channel/Sonix%20Mk3/sonix_mk3__black_vinyl_hi-res.png"
holographix,true,HOLOGRAPHIX,In-ceiling speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/Holographix/holographix_hi-res.png,HOLOGRAPHIX,krix,,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/Holographix/holographix_hi-res.png
ic-20,true,IC 20,In-ceiling speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-20/IC-20_front_grille_hi_res.png,IC 20,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-20/IC-20_back_hi_res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-20/IC-20_front_grille_hi_res.png"
ic-30,true,IC 30,In-ceiling speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-30/IC-30%20_side_grille_hi-res.png,IC 30,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-30/IC-30%20_side_grille_hi-res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-30/IC-30%20_side_no_grille_hi-res.png"
ic-32,true,IC 32,In-ceiling speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-32/IC-32%20-_side_grille.png,IC 32,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-32/IC-32%20-_side_grille.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-32/IC-32-_side_no_grille.png"
ic-50,true,IC 50,In-ceiling speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-50/IC-50%20_side_grille_hi-res.png,IC 50,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-50/IC-50%20_side_grille_hi-res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-50/IC-50%20_side_no_grille_hi-res.png"
ic-52,true,IC 52,In-ceiling speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-52/IC-52%20-_side_grille.png,IC 52,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-52/IC-52%20-_side_grille.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-52/IC-52%20-_side_no_grille.png"
ic-80,true,IC 80,In-ceiling speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-80/IC-80%20no%20grille.png,IC 80,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-80/IC-80%20no%20grille.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-80/IC-80-Back.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-80/IC-80-Grille.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Ceiling/IC-80/IC-80.png"
iw-50,true,IW 50,In-wall speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Wall/IW-50/IW-50_Grille_Hi-Res.png,IW 50,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Wall/IW-50/IW-50_Grille_Hi-Res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/In-Wall/IW-50/IW-50_Hi-Res.png"
aquatix,true,AQUATIX,Outdoor speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Outdoor/Aquatix/aquatix_front_hi-res.png,AQUATIX,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Outdoor/Aquatix/AquatixWhite_HighRes.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Outdoor/Aquatix/aquatix_back_hi-res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Outdoor/Aquatix/aquatix_front_hi-res.png"
tropix,true,TROPIX,Outdoor speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Outdoor/Tropix/tropix_front_hi-res.png,TROPIX,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Outdoor/Tropix/TropxWhite_HighRes.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Outdoor/Tropix/tropix_back_hi-res.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Outdoor/Tropix/tropix_front_hi-res.png"
dynamix-mk4,true,DYNAMIX MK4,Surround speaker,,,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Surround/Dynamix%20Mk4/Dynamix-Front-Grille.png,DYNAMIX MK4,krix,,,,"https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Surround/Dynamix%20Mk4/Dynamix-Angle-Grille.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Surround/Dynamix%20Mk4/Dynamix-Angle.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Surround/Dynamix%20Mk4/Dynamix-Front-Grille.png, https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/NEW%20Product%20Pics/KRIX%20Home%20Entertainment%20Product%20Images/Surround/Dynamix%20Mk4/Dynamix-Front_darker-rubber.png"
